내용,대입연도,대학명,모집단위,전형명
Q : 우리 학교에 지원하게 된 구체적인 동기가 무엇인가요?,2025,가천대,건축학부,학생부종합 농어촌(종합)전형
Q : CAD는 다른 학교에서도 배울 수 있지 않나요? 그 중에서 가천대를 선택한 이유는 뭔가요?,2025,가천대,건축학부,학생부종합 농어촌(종합)전형
Q : 파라 메트릭 디자인이 건축에서 어떤 장점이 있나요?,2025,가천대,건축학부,학생부종합 농어촌(종합)전형
Q : 학교생활 중 기억에 남는 특별한 활동이 있나요?,2025,가천대,건축학부,학생부종합 농어촌(종합)전형
Q : 건축공학전공을 희망하게 된 계기가 무엇인가요?,2025,가천대,건축학부,학생부종합 농어촌(종합)전형
Q : 목조건축물에 관심이 많아 보이는데 목재의 장점 두 가지만 간단하게 설명해 주세요.,2025,가천대,건축학부,학생부종합 농어촌(종합)전형
"Q : 1학년 때는 경찰 동아리, 2학년 때는 간호 동아리에 들어가 있었는데, 이러한 점이 우리 학과에서 어떻 게 작용할지?",2025,가천대,건축학부,학생부종합 농어촌(종합)전형
Q : 지원 동기를 말해주세요.,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 그래서 진로가 마케팅 쪽인가요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 2학년 동아리 시간에 벤처창업 동아리였네요? 어떤 활동을 했어요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : (꼬리 질문) 왜 좋은 성과를 내지 못했다고 생각하나요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : (꼬리 질문) 그러면 어떻게 보완할 수 있을 것 같나요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
"Q : 게임이론이 무엇이고, 게임이론이 기업의 전략적 경영에 미치는 영향이 무엇인가요?",2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 진로활동에서 MPR 전략이 무엇인가요? ,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 광고와 달리라고 말했는데 광고와 PR의 차이점이 무엇인가요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 공동교육과정으로 심리학을 들었네요. 파노블리효과가 무엇인가요?(밴드웨건 효과를 물어봤을 수도 있음),2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 경제에 관심이 많은 것 같던데 경제수학에서 이동평균선이 무엇인가요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : ROA와 ROE의 차이점이 무엇인가요?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q ：(꼬리 질문) 효율성의 차이다?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 마지막으로 하고 싶은 말은?,2025,가천대,경영학과,학생부종합 가천바람개비전형
Q : 가천대학교에 지원하게 된 동기가 무엇인가요.,2025,가천대,경제학과,학생부교과 지역균형전형
Q : 수학 확률과 통계 시간에 수학적 확률과 통계학적 확률에 차이를 설명해 주세요.,2025,가천대,경제학과,학생부교과 지역균형전형
Q : 경제학에서 미분과 적분이 사용되는 예를 알려주세요.,2025,가천대,경제학과,학생부교과 지역균형전형
Q : 금리와 인플레이션에 관계를 설명해 주세요.,2025,가천대,경제학과,학생부교과 지역균형전형
Q : 미시경제학과 거시경제학을 설명해 주세요.,2025,가천대,경제학과,학생부교과 지역균형전형
Q : 마지막으로 하고 싶은 말 해보세요.,2025,가천대,경제학과,학생부교과 지역균형전형
Q : 말하다가 도중에 기억 안 나면 생각할 시간 드릴 수 있으니까 천천히 얘기하셔도 괜찮습니다. 지원 동 기가 어떻게 될까요?,2025,가천대,관광경영학과,학생부교과 지역균형전형
Q : 방금 모두에게 평등한 관광상품이라고 하셨는데 예시가 있을까요?,2025,가천대,관광경영학과,학생부교과 지역균형전형
Q : 1학년 통합사회에서 빈곤 포르노를 조사하고 해결 방안을 제시했다고 되어있는데 무엇인가요,2025,가천대,관광경영학과,학생부교과 지역균형전형
Q : 3학년 국어에서 정부의 시장개입을 반대하셨던데 말씀해 주세요,2025,가천대,관광경영학과,학생부교과 지역균형전형
Q : 학급 부회장 활동 같은 것을 하면서 갈등 상황을 해결한 적이 있나요?,2025,가천대,관광경영학과,학생부교과 지역균형전형
Q : 자기소개랑 지원 동기를 말해주세요.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 우리 학교 홈페이지 보셨죠? 전공 관련해서 홈페이지에 있는 내용 중 생각나는 것 말해주세요.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 우리 학과 특별한 점이 있던가요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 입학하게 되면 학업 계획이 어떻게 되나요? [학생부 관련 질문],2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 바이오 잉크와 오르가노이드를 활용한 근육 치료제 기술이 뭐죠?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 테이핑 요법을 조사하셨어요. 설명을 해주세요.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 속근과 지근의 에너지 생산방식에 대한 보고서 설명해 주세요.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 원격재활이란 뭔가요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 마지막으로 하고 싶은 말 있나요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 자기소개를 해주세요.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 뇌출혈과 뇌경색의 차이점이 뭔가요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 뇌졸중의 원인 2가지를 말해보세요.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 나중에 물리치료학과를 진학해서 미래에 어느 분야에서 활동하고 싶어요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 전반적으로 학교생활을 잘 해온 것 같은데 갈등이 없진 않았을 거로 생각합니다. 갈등이 생긴다면 어떻 게 해결했었나요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 근육의 고유 신경의 의의가 뭔가요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 마지막으로 하고 싶은 말 있나요?,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 자세히는 기억 안 나는데 홈페이지 관련해서 여쭈심.,2025,가천대,물리치료학과,학생부교과 지역균형전형
Q : 우리 학과를 졸업하고 나서 계획이 무엇인가요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 학과 특성상 조별 과제가 많은데 고등학교 과정에서 성공한 조별 과제 사례가 있나요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 집단 내에서 리더의 역할을 하나요 리더를 따라가는 역할을 하나요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 완충용액이 무엇인가요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 아미노산의 종류는 몇 가지인가요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : ~(생각이 나지 않음)와 세포벽 차이점이 무엇인가요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 전기영동 실험을 했던데 세 가지 조건이 무엇인가요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 우리 학교에서 하고 싶은 동아리 활동은 무엇인가요?,2025,가천대,바이오로직스학과,학생부교과 지역균형전형
Q : 지원 동기와 바이오로직스학과 졸업 후 계획 말씀해 주세요.,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 바이오로직스학과와 관련하여 탐구한 거 중에 하나 얘기해 보세요.,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 그것이 왜 바이오로직스 학과와 관련된다고 생각하나요? (알파폴드에 대해 꼬리 질문 예상했는데 안 함),2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 학교 몇 시쯤 오셨나요? 학교는 어땠나요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 학교에 와서 공부 열심히 할거죠? 혹시 학업 활동 외에 하고 싶은 거 있나요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 왜 학생회장이 하고 싶나요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 동아리 활동을 많이 했는데 지도력을 발휘한 경험을 말해주세요.,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 그 과정에서 어려움도 있었을 건데 뭐가 있었고 어떻게 해결했나요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 텔로미어에 대해 많이 탐구하였던데 텔로미어가 왜 짧아지나요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
"Q : 텔로미어가 진핵생물에서 짧아지나요, 원핵생물에서 짧아지나요?",2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 왜 진핵생물에서 짧아지나요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 마지막으로 하고 싶은 말 있으신가요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 자기소개와 우리 학과에 지원하게 된 이유 말씀해 보세요.,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 동아리 시간에 진행한 효모 발효 실험에서 발효란 무엇인가요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 1학년 통합과학 시간에 배운 산화 환원 반응에 관해 설명해 보세요. ,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 2학년 생명과학실험에서 한 DNA 전기영동 실험에 관해 설명해 보세요.,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : (대답이 마음에 안 드셨으며 그 의도로 물은 게 아니심) DNA에 전기가 필요한 이유가 무엇일까요? ,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 힌트 줄까요?,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 이온에 대해서 잘 생각해 보세요.,2025,가천대,바이오로직스학과,학생부종합 가천바람개비전형
Q : 지원 동기를 말해보세요.,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 저전력 반도체란 어떤 반도체를 말하는 것인가요??,2025,가천대,반도체대학,학생부종합 가천바람개비전형
"Q : 체심, 면심, 단순 입방 구조에 대해 설명해 보세요.",2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 플라즈마 효과가 필요한 이유는 무엇인가요?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 이산확률분포(푸아송 분포)란 무엇인가요?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 증폭기 구조에 관해 설명해 보세요.,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 마지막으로 하고 싶은 말이 있나요?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 반도체대학에 진학하게 된 계기가 무엇인가요?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 2학년 화학 시간에 그래핀 트랜지스터를 조사했다고 나와 있네요. 그래핀을 사용하면 어떤 장점이 있을 까요?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 물리학 I에서 전자레인지에 구멍을 뚫어 마이크로파가 지나갈 수 있는가에 관해 실험했네요. 이 실험을  왜 했죠?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
"Q : 학생부의 여러 군데에서 키르히호프 법칙과 맥스웰 방정식이 보이는데, 키르히호프의 법칙이 뭐죠?",2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : Q=CV와 옴의 법칙의 증명 및 유도 과정으로 미적분을 활용하여 설명해 주세요.,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : 마지막으로 하고 싶은 말 있나요?,2025,가천대,반도체대학,학생부종합 가천바람개비전형
Q : (긴장감 해소를 위한 사전 질문) 먼 곳에서 어떻게 왔습니까?,2025,가천대,반도체디스플레이학과,학생부종합 조기취업형 계약학과전형
Q : 지원 동기?,2025,가천대,반도체디스플레이학과,학생부종합 조기취업형 계약학과전형
Q : 자신이 알고 있는 기본 정보는 무엇인가?,2025,가천대,반도체디스플레이학과,학생부종합 조기취업형 계약학과전형
Q : 회사에 들어온다면 어떤 분야에서 어떤 일을 하고 싶습니까?,2025,가천대,반도체디스플레이학과,학생부종합 조기취업형 계약학과전형
Q : 학업 중 영어 교과를 좋아했습니까?,2025,가천대,반도체디스플레이학과,학생부종합 조기취업형 계약학과전형
Q : 마지막으로 할 말은?,2025,가천대,반도체디스플레이학과,학생부종합 조기취업형 계약학과전형
Q : 지원 동기를 말해주세요.,2025,가천대,스마트시티학과,학생부교과 지역균형전형
Q : 대구에서 밀고 있는 스마트시티 사업에 대하여 알고 있나요?,2025,가천대,스마트시티학과,학생부교과 지역균형전형
Q : ITS에 대하여 알고 있나요?,2025,가천대,스마트시티학과,학생부교과 지역균형전형
Q : (ITS의 정의에 알려주며) 그 사례로는 무엇이 있는지 알고 있나요?,2025,가천대,스마트시티학과,학생부교과 지역균형전형
Q : (교통과 환경에 관련된 세특 질문),2025,가천대,스마트시티학과,학생부교과 지역균형전형
Q : 해외에서 스마트시티의 사례에 대해 알고 있나요?,2025,가천대,스마트시티학과,학생부교과 지역균형전형
Q : 지원 동기와 대학교 졸업 후 일하고 싶은 분야를 말해보세요.,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : 본인이 가장 관심 있는 분야는 무엇인가요?,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : 나노의 정의와 몇 제곱인지 말해보세요.,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : (물리2) 전고체 배터리가 뭔가요?,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : (화학) 나노에 관한 인포그래픽을 작성했다고 했는데 어떤 내용인지 설명해 보세요.,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : (화학) 중화반응은 어떤 반응을 말하는가요?,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : 동아리 활동 중 가장 기억에 남는 실험에 대해 말해보세요.,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : (창체) 열가소성이 뭔가요?,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : 마지막으로 하고 싶은 말이 있나요?,2025,가천대,신소재공학과,학생부교과 지역균형전형
Q : 지원 동기에 대해서 말해주세요.,2025,가천대,유아교육과,학생부교과 지역균형전형
Q : 졸업 후 진로 계획에 대해 말해주세요.,2025,가천대,유아교육과,학생부교과 지역균형전형
Q : 학생부 내용 질문하겠습니다. 학생부 중 유아의 음운론적 인식 처리 능력이 있는데 어떤 내용인가요?,2025,가천대,유아교육과,학생부교과 지역균형전형
"Q : 유보통합을 조사했다고 되어있는데, 유보통합의 장단점 말해보세요. ",2025,가천대,유아교육과,학생부교과 지역균형전형
"Q : 장점 중 교육격차가 줄어든다고 하셨는데, 교육격차가 줄어드는 이유는?",2025,가천대,유아교육과,학생부교과 지역균형전형
"Q : 유아 사교육 문제에 관해 탐구했던데, 유아 사교육 문제의 원인과 해결 방안에 대해 말해 보세요.",2025,가천대,유아교육과,학생부교과 지역균형전형
"Q : 과도한 사교육을 막는다는 것에서, 과도한 사교육 수준이라는 게 어느 정도 인가요? 아예 사교육 자체 가 안된다는 말인가요?",2025,가천대,유아교육과,학생부교과 지역균형전형
"Q : 유아 문해력을 조사했던데, 유아 문해력이 왜 중요한지 말해주세요.",2025,가천대,유아교육과,학생부교과 지역균형전형
Q : 문해력 문제를 해결하기 위해서는 어떻게 해야 하는지 말해주세요. ,2025,가천대,유아교육과,학생부교과 지역균형전형
Q : 글자 그림책 놀이 연력은 어느 정도로 보는가요? ,2025,가천대,유아교육과,학생부교과 지역균형전형
Q : 시간이 다 되어서 마지막으로 하고 싶은 말 있으면 하세요. ,2025,가천대,유아교육과,학생부교과 지역균형전형
Q : 지원 동기 말해주세요?,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 일반 의료에서의 응급처치와 응급 의료에서 응급처치의 차이에 대해 말해보세요.,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 응급구조사에게 필요한 역량은 어떤 것이 있나요?,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 본인만의 스트레스 관리법에 대해 알려주세요.,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 3학년 동아리 시간에 심폐소생술에 관해 공부한 것 같은데 순서를 한번 말해보세요.,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 아까 지원 동기 중에서 적십자의 응급 처치경연대회에 참가한 경험이 있다고 했는데 어떻게 참가했는지  말해주세요.,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 간호사와 응급구조사의 차이에 관해 설명해 주세요.,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 3학년 과학사 시간에 AED에 원리를 조사했던데 설명해 주세요,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 3학년 사회문화 시간에 초중고등학교 소방 안전교육 개선 방안에 관한 선행 연구를 분석했다고 나오는 데 설명해 보세요.,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
"Q : 이제 조금 어려운 질문 해볼게요, 영어 시간에 미국과 한국의 응급 의료체계를 했는데 어떤 점이 다른 가요?",2025,가천대,응급구조학과,학생부종합 가천바람개비전형
"Q : (꼬리 질문) 그런 질적인 차이 말고 양적인 차이, 그러니까 자격증 차이 같은 건 아는 거 없어요?",2025,가천대,응급구조학과,학생부종합 가천바람개비전형
"Q : 방송부 활동은 2학년 때만 한 건가요? 방송부 활동이 응급구조사 활동에 영향을 줄 수도, 상관이 없을  수도 있는데 학생은 어떻게 생각하나요?",2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 마지막 하고 싶은 말 있나요?,2025,가천대,응급구조학과,학생부종합 가천바람개비전형
Q : 가천대학교 응급구조학과에 지원하게 된 동기를 들어보겠습니다.,2025,가천대,응급구조학과,학생부교과 지역균형전형
"Q : 한국 응급 의료 발전 역사에 대해서 발표했다 되어있는데, 이에 대해서 말씀해 주세요.",2025,가천대,응급구조학과,학생부교과 지역균형전형
"Q : 확률과 통계 시간에 비응급 의료기관과 권역센터, 지역센터 간의 심정지 환자 생존률 차이를 조사하였 는데, 그 까닭은 무엇인가요?",2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : (꼬리 질문) 그 문제에 대해서 다른 요소가 있다는 것을 알고 있나요?,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : Amiodarone(아미오다론)이 어떤 약물이지만 설명해 주세요.,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 응급의료기관 평가 제도 때문에 환자가 피해를 보게 될 수도 있다는 것을 조사하였습니다. 이건 대학교 에서 할만한 내용인데 하셨네요. 이것에 대해서 말씀해 주세요.,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : (꼬리 질문) 앞서 말한 문제들이 응급의료기관 평가 제도 때문이라고 생각하나요?,2025,가천대,응급구조학과,학생부교과 지역균형전형
"Q : 다양한 응급실 과밀화, 응급실 뺑뺑이 사건과 같은 내용을 조사할 때 주로 어떤 자료를 활용했나요?",2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 심리학 교과목에서 트라우마와 EMDR 치료법을 조사했네요. 트라우마의 개념을 설명해 주세요.,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 그럼 EMDR 치료법이 뭔지 설명해 줄래요?,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 행특에서 친구들과 독서 모임을 기획했다는 내용이 있는데 어떤 건가요?,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 간호법 제정이 응급구조사의 직업에 영향을 미치는 것에 대해 발표하였습니다. 이에 대해 말씀해 주세요.,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 시간이 조금 부족하므로 마지막으로 할 말을 짧게 해주세요.,2025,가천대,응급구조학과,학생부교과 지역균형전형
Q : 가천대학교 의료경영학과에 지원하신 계기는 뭔가요?,2025,가천대,의료산업경영학과,학생부교과 지역균형전형
Q : 오늘 가천대학교를 보셨는데 어떤 느낌인가요?,2025,가천대,의료산업경영학과,학생부교과 지역균형전형
Q : 가천대학교에서 공부하게 된다면 어떤 공부부터 해보고 싶은가요?,2025,가천대,의료산업경영학과,학생부교과 지역균형전형
Q : 의료경영학과에 붙으시고 난 후에 앞으로 무슨 일을 하고 싶나요?,2025,가천대,의료산업경영학과,학생부교과 지역균형전형
Q : BRAF mutant glioma에 관해 설명하고 MEK inhibitor가 어떻게 항암제로써 작용하는지 설명해 보세요.,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 나노입자 기반 이중항체 항암제 가설에 관해 설명해 보세요.,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 가역 반응에서 온도가 낮아지면 반응이 어떤 식으로 일어나는가요?,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 항생제 감수성 검사에 대해 설명해 보세요.,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 말디토프의 원리를 설명해 주세요.,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 봉사를 엄청 많이 했네요. 심정민 소령 추모식은 어떤 봉사활동이죠?,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 마지막으로 하고 싶은 말 있으신가요?,2025,가천대,의예과,학생부종합 가천의약학전형
Q : 지원 동기가 무엇인가요?,2025,가천대,인공지능학과,학생부종합 기회균형전형
Q : 1학년에 모범 학생으로 꼽힌 이유가 무엇인가요?,2025,가천대,인공지능학과,학생부종합 기회균형전형
Q : 봉사활동을 하면서 생긴 갈등은 없었나요? ,2025,가천대,인공지능학과,학생부종합 기회균형전형
Q : 등차수열이 무엇인가요?,2025,가천대,인공지능학과,학생부종합 기회균형전형
Q : 테일러급수가 무엇인가요?,2025,가천대,인공지능학과,학생부종합 기회균형전형
Q : 조건부확률이 무엇인가요?.,2025,가천대,인공지능학과,학생부종합 기회균형전형
