내용,대입연도,대학명,모집단위,전형명
Q : 마지막으로 디지스트에서 학생을 뽑아야 하는 이유를 말해보세요.,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 왜 이렇게 긴장했어요.. 토의 어땠어요.,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 지원동기는?,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 그런데 생기부를 보면 웃긴게 진로희망에 수학교수라 적어놓았는데 왜 갑자기 뇌과학 분야 교수로 꿈을 바꿨나요?,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 근데 3학년 때도 수학교수라고 돼있는데..,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 디지스트 교육과정은 어떻게 되는지 아나요?,2017,DGIST,기초학부,미래브래인-브래인전형
"Q : 디지스트를 오면 인문학을 포함해서 많은 공부를 해야하는데, 싫어하는 과목을 해야한다고 생각하나요?",2017,DGIST,기초학부,미래브래인-브래인전형
Q : 자신은 어떤 사람이라 생각하나요?,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 친구들 말고 자신이 생각하는 자신은?,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 성적 보니까 서울에 대학도 냈을 것 같은데 디지스트 올 건가요?,2017,DGIST,기초학부,미래브래인-브래인전형
Q : 마지막으로 30초 동안 하고 싶은 말,2017,DGIST,기초학부,미래브래인-브래인전형
Q : ㅇㅇ고등학교네요. 대구에 있죠? 혹시 졸업생 중에 디지스트 재학생이 있나요?,2017,DGIST,무학과,미래브레인고른기회전형
Q : 본인이 최초로 재학생이 되는 건가요?,2017,DGIST,무학과,미래브레인고른기회전형
Q : Q :  디지스트를 어떻게 지원한거예요? 선생님 추천?,2017,DGIST,무학과,미래브레인고른기회전형
Q : 왜 디지스트에 지원했어요? 어떤 것이 맘에 들어서?,2017,DGIST,무학과,미래브레인고른기회전형
Q : 다른 대학 어디 지원했어요?,2017,DGIST,무학과,미래브레인고른기회전형
"Q : 취미가 과학 뉴스 시청이라는데, 생활기록부에 이런 내용을 쓸 정도면 대단히 관심이 많나 보군요. 최근에 읽은 것 중에 가장 기억에 남는 뉴스는?",2017,DGIST,무학과,미래브레인고른기회전형
Q : 학교생활을 하면서 부당한 대우를 당한 적이나 부당하게 누군가를 대한 경험이 있나요?,2017,DGIST,무학과,미래브레인고른기회전형
"Q : 화학실험 과목을 수강했는데, 가장 기억에 남는 실험은?",2017,DGIST,무학과,미래브레인고른기회전형
"Q : 그러한 실험을 하려면 끈기, 꾸준한 노력이 필요한데, 본인이 그러한 능력을 가지고 있나요?",2017,DGIST,무학과,미래브레인고른기회전형
"Q : 본인의 장점이 끈기인 것 같은데, 단점 말해볼래요?",2017,DGIST,무학과,미래브레인고른기회전형
Q : 디지스트에 궁금한 점이 있나요?,2017,DGIST,무학과,미래브레인고른기회전형
Q : 혹시 본인이 원하는 수업 방식이 있나요?,2017,DGIST,무학과,미래브레인고른기회전형
Q : 매번 밥을 사달라는 건가요? 비용이 장난이 아닐텐데...,2017,DGIST,무학과,미래브레인고른기회전형
Q : 본인이 어떤 사람인지 한 번 표현해주시겠어요?,2017,DGIST,무학과,미래브레인추천전형
"Q : 본인 입으로 공감능력이 뛰어나다고 했는데, 그러한 공감능력이 발휘되었던 사례가 있나요?",2017,DGIST,무학과,미래브레인추천전형
Q : 그러한 공감능력이 본인의 꿈에도 연관이 될 수 있을까요?,2017,DGIST,무학과,미래브레인추천전형
Q : 과학의 대중화가 정확하게 뭐지?,2017,DGIST,무학과,미래브레인추천전형
"Q : 봉사활동 목록을 보면 교내봉사밖에 하지 않았네, 왜 외부봉사는 하지 않았지?",2017,DGIST,무학과,미래브레인추천전형
Q : 성적이 들쭉날쭉한데 왜 그런지 설명할 수 있나?,2017,DGIST,무학과,미래브레인추천전형
Q : 마지막으로 하고 싶은 말 있나요?,2017,DGIST,무학과,미래브레인추천전형
Q : 왜 DGIST를 지원했나요? 일단 대구라서 집 가깝고..,2017,DGIST,무학과,미래브레인 일반전형
"Q : 그럼 정리하면 학교 깨끗하고, 태블릿으로 수업 듣고.. 그런 이유인가요?",2017,DGIST,무학과,미래브레인 일반전형
Q : 다른 학교는 어디 지원했어요?,2017,DGIST,무학과,미래브레인 일반전형
Q : 그럼 그 중에서 DGIST가 몇 위쯤 되나요?,2017,DGIST,무학과,미래브레인 일반전형
Q : (앞에 대답 들으시고) 그건 진짜 맞는 말이예요. 서울대 교수들도 DGIST로 넘어오고 하니까요.,2017,DGIST,무학과,미래브레인 일반전형
Q : 3학년 내신이 좋네요. 전교에서 몇등 저도 했나요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 전교생이 몇 명 정도 되나요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 디지스트 말고 다른 학교는 어디 지원 했나요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 다른 학교 합격해도 디지스트 올건가요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 다른 과기원에 비해 디지스트의 장점은 뭔가요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 집이 어딘가요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 아 가깝고 좋네요. 학교에 친구는 좀 많나요.,2017,DGIST,무학과,미래브레인 추천전형
Q : 공부하면서 친구 사귀기 힘들었을 텐데 어떻게 친구를 사귀었나요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 그러면 친구들 사이에 갈증이 생겼을 때는 어떻게 해결 했나요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 마지막으로 할 말 있나요?,2017,DGIST,무학과,미래브레인 추천전형
Q : 시간이 좀 남았는데 질문 있나요?,2017,DGIST,무학과,미래브레인 추천전형
"Q : 마지막으로 하나만 더 물어볼게요. 1,2 학년 때는 꿈이 약사였는데, 연구원으로 바뀐 계기가 있나요?",2017,DGIST,무학과,미래브레인 추천전형
Q : 개인발표 준비해온 거 발표해보세요,2017,DGIST,무학과,학생부 종합전형
Q : 활동한 거에서 깊이우선탐색을 사용했는데 왜 그걸 사용했나요?,2017,DGIST,무학과,학생부 종합전형
Q : 만약 정점의 개수가 10배로 늘어난다면 실행 시간이 얼마나 늘어날까요?,2017,DGIST,무학과,학생부 종합전형
Q : (3분후) 이제 생각이 났나요?,2017,DGIST,무학과,학생부 종합전형
Q : STEAM에서 본인이 맡은 역할은 무엇인가요?,2017,DGIST,무학과,학생부 종합전형
Q : 봉사활동에서 어떤 것이 가장 기억에 남았나요?,2017,DGIST,무학과,학생부 종합전형
Q : 인문에 관한 책을 읽은 적이 없는 것 같은데?,2017,DGIST,무학과,학생부 종합전형
Q : 마지막으로 하고 싶은 말은?,2017,DGIST,무학과,학생부 종합전형
"Q : 대기시간이 길었죠? 오래 기다리셨습니다. 이내경씨 디지스트에 지원하게 된 계기와 디지스트에서 본인을 뽑아야 하는 이유에 대해서 주장, 혹은 설득해보세요",2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 호오 그럼 기여와 배려는요?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : (배려는 고등학교 생활에서 실천한 것으로 이야기해주세요),2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 혹시 이내경씨가 싫어하는 친구 스타일이 있다면 어떤 스타일인가요?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 에이 그래도 싫어하는 스타일 없나요?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 그러면 너를 싫어하는 친구가 있다면?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 그럼 이제 성적이야기 한번 해볼까요?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 성적이 하락세인데 그 원인에 대해서 분석해보세요,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 디지스트에 진학하면 물리 화학 생물을 다 공부해야 하는데 힘들지 않겠어요?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 오~ 혹시 방금 생각한 것인가요?,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 아 그렇습니까?(뒤적뒤적)  면접시간 길었는데 수고하셨습니다. 면접을 마치겠습니다.,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 하하하하 거기 말고도 ~~에서도 많이들 쉬어요!,2017,DGIST,무학과,학생부종합전형 미래브래인
Q : 지원 동기,2017,GIST,기초학부,학교장 추천전형
Q : 희망 진로와 관련 활동,2017,GIST,기초학부,학교장 추천전형
Q : 법과 정치와 사물인터넷(희망 진로)을 어떻게 관련지을 수 있을까?,2017,GIST,기초학부,학교장 추천전형
Q : 지원 동기,2017,GIST,기초학부,학교장 추천전형
Q : 희망 진로와 관련 활동,2017,GIST,기초학부,학교장 추천전형
Q : 법과 정치와 사물인터넷(희망 진로)을 어떻게 관련지을 수 있을까?,2017,GIST,기초학부,학교장 추천전형
Q : 수성구라고 하면 교육열로 꽤 유명한 곳 아닌가요?,2017,KAIST,무학과,학교장추천전형
Q : 나중에 무엇이 되고 싶나요?,2017,KAIST,무학과,학교장추천전형
Q : 왜 화학과 교수가 되고 싶나요?,2017,KAIST,무학과,학교장추천전형
Q : 그런 것은 어디서 알게 되었나요?,2017,KAIST,무학과,학교장추천전형
"Q : 자신의 강점, 단점 한 가지씩 얘기해 보세요.",2017,KAIST,무학과,학교장추천전형
Q : (수학 문제 1),2017,KAIST,무학과,학교장추천전형
Q : 음... 우리가 아는 답과 다르다.,2017,KAIST,무학과,학교장추천전형
Q : 힌트를 약간 주자면 ~~~이다.,2017,KAIST,무학과,학교장추천전형
Q : 자기소개,2017,KAIST,무학과,학교장 추천
Q : 학업 계획,2017,KAIST,무학과,학교장 추천
Q : 미래에 하고 싶은 직업은? ,2017,KAIST,무학과,학교장 추천
Q : 그 직업이 안 된다면 뭘 할 것인가?,2017,KAIST,무학과,학교장 추천
Q : 미래에 하고 싶은 연구는?,2017,KAIST,무학과,학교장 추천
Q : 생명과학과 관련된 교내 활동 중 기억에 남는 것은? ,2017,KAIST,무학과,학교장 추천
Q : 생명과학을 좋아하게 된 계기는?,2017,KAIST,무학과,학교장 추천
Q : 긴장이 풀렸으면 이제 문제 풀어볼까?,2017,KAIST,무학과,학교장 추천
Q : 어디에서 왔나요? (대구에서 왔습니다.) 멀리서 온다고 수고 많았어요. 간단히 자기소개해보세요.,2017,KAIST,무학과,일반전형
Q : 스스로를 색깔로 표현하자면 어떤 색깔인가요?,2017,KAIST,무학과,일반전형
"Q : 만약 당신이 어떤 기술을 개발해서 많은 돈을 모았다고 생각해 봅시다. 그런데 그 돈을 당신이 가지고 있을 수도 있고, 사회에 환원하거나 사용할 수도 있습니다. 당신은 어떻게 할 것인가요?",2017,KAIST,무학과,일반전형
Q : 과고나 자사고가 사교육을 유발하는 것으로 문제가 되고 있는데 그것에 대해 어떻게 생각하나요?,2017,KAIST,무학과,일반전형
Q : 수학 질문,2017,KAIST,무학과,일반전형
Q : 과학 질문(진자 운동에 관해서),2017,KAIST,무학과,일반전형
Q : 앉아서 자기소개 해보세요.,2017,POSTECH,단일계열,일반전형
Q : 고등학교에 대해 자랑할 점은?,2017,POSTECH,단일계열,일반전형
Q : 외국에서 올에 살았다고 되어있는데 어렵지 않았어요? 그런 점을 어떻게 극복했습니까?,2017,POSTECH,단일계열,일반전형
Q : 독서를 좋아한다고 적혀있는데 공부에 어떤 도움이 됐습니까?,2017,POSTECH,단일계열,일반전형
Q : 단일계열로 지원했는데 혹시 생각하고 있는 전공 있습니까?,2017,POSTECH,단일계열,일반전형
Q : 포항공대가 학생을 반드시 뽑아야하는 이유는 있습니까?,2017,POSTECH,단일계열,일반전형
Q : 활동을 할 때 학생의 역할은 무엇이었습니까?,2017,POSTECH,단일계열,일반전형
Q : 여기서 동아리 반장을 한 적이 있다고 했는데 어떤 일을 했습니까?,2017,POSTECH,단일계열,일반전형
Q : 다른 학생과 일하는 과정에서 갈등이 생길 때 해결하는 방법?,2017,POSTECH,단일계열,일반전형
Q : 마지막으로 못한 말 있으면 지금 하세요.,2017,POSTECH,단일계열,일반전형
"Q : 합성생물학과 관련된 연구를 했다고 적혀있는데, 합성생물학이 어떤 것인지 설명해 보세요.",2017,POSTECH,무학과,일반전형
"Q : 수학과 생명과학을 잘 하는 것 같은데, 수학과 생명과학에는 어떤 공통점이 있다고 생각하나요?",2017,POSTECH,무학과,일반전형
Q : 학교에서 별명이 있나요?,2017,POSTECH,무학과,일반전형
Q : 포스텍이 처음이 아니네요. 이공계 캠프에 왔었죠? 지원동기를 안 물어볼 수가 없네요.,2017,POSTECH,컴퓨터학과,일반전형
Q : 꼭 포스텍 알리미가 되고 싶다고 적어놨는데 이유를 설명해줄 수 있나요?,2017,POSTECH,컴퓨터학과,일반전형
Q : 꿈이 계속 바뀌었는데 대학 와서도 바뀌지 않을까?,2017,POSTECH,컴퓨터학과,일반전형
Q : 소프트웨어 동아리에서 했던 활동 중에 자랑할 만한 것이 있나?,2017,POSTECH,컴퓨터학과,일반전형
Q : 친구들은 본인을 어떤 사람으로 보고 있는지 세 가지로 설명해 보라.,2017,POSTECH,컴퓨터학과,일반전형
Q : 제시문 읽는 방에 들어가서 13분 동안 제시문을 읽음. 제시문은 참고로 전혀 예상하지 못한게 나옴. 준비하기 보다는 ‘아는 것만 말하고 와야지’ 하는 마음가짐이 중요함. 올해는 노화와 그것을 측정하는 생체지표에 대한 제시문이 나왔다. 문제는 5개가 있었다.,2017,POSTECH,화학공학부,*
Q : 가까운 곳에서 왔네. 포스텍은 몇 번째에요?,2017,POSTECH,화학공학부,*
Q : 지원동기?,2017,POSTECH,화학공학부,*
Q : 자기 학교 소개,2017,POSTECH,화학공학부,*
Q : 포스텍의 장점이 뭐라고 생각하냐,2017,POSTECH,화학공학부,*
Q : 어떤 연구 하고싶냐,2017,POSTECH,화학공학부,*
Q : 연료전지의 음극에서 산소가 환원되면 뭐가 되냐,2017,POSTECH,화학공학부,*
Q : 왜 산소를 쓰는 건가?,2017,POSTECH,화학공학부,*
Q : 이 분야를 연구하는 연구소를 알고 있냐,2017,POSTECH,화학공학부,*
Q : 생기부에 10년 뒤 자기 모습 에쎄이를 썼다고 되어 있는데 얘기해 봐라,2017,POSTECH,화학공학부,*
Q : 마지막으로 하고 싶은 말,2017,POSTECH,화학공학부,*
Q : 리더십을 드러낼 만한 활동을 한 적 있나요?,2017,POSTECH,화학과,일반전형
Q : 부장으로서의 역할을 가장 잘 수행한 적이 있나요?,2017,POSTECH,화학과,일반전형
Q : 그럴 때 의견이 충돌할 때는 어떻게 하나요?,2017,POSTECH,화학과,일반전형
Q : 학생이 지원한 곳 중 1지망은 어디인가요?,2017,POSTECH,화학과,일반전형
Q : 학업에서 떨어진 성적을 극복했을 때 어떤 노력을 했나요?,2017,POSTECH,화학과,일반전형
Q : 3년 내내 성적이 상향그래프를 그리고 있다. 여기에 특별한 비결이 있나요?,2017,POSTECH,화학과,일반전형
Q : 꾸준한 노력을 하는데 불구하고 성적이 떨어지는 사람도 있는데...?,2017,POSTECH,화학과,일반전형
Q : 꿈이 ‘화학과 교수’로 꽤 명확하다. 이를 정하게 된 계기가 있나요?,2017,POSTECH,화학과,일반전형
Q : 어디서 왔어요? 그리고 고등학교 어디에 있어요?,2017,UNIST,이공계열,기회균등
Q : 어떻게 왔어요?,2017,UNIST,이공계열,기회균등
Q : 이제 의자에 있던 제시문을 1분 안에 읽은 후 자신은 어떤 입장인지 말해보세요 ,2017,UNIST,이공계열,기회균등
Q : 이제 생기부 질문을 해볼께요. 태양전지에 관심이 많은 것 같은데 텐덤셀에 대해 설명해주세요 ,2017,UNIST,이공계열,기회균등
Q : 혹시 유니스트에 아는 교수님 있나요?,2017,UNIST,이공계열,기회균등
Q : 1학년 때부터 3학년 때까지 성적을 많이 올렸는데 어떻게 올렸는지?,2017,UNIST,이공계열,기회균등
Q : 좋아하는 과목이 뭐에요?,2017,UNIST,이공계열,기회균등
Q : 그럼 물리 문제 낼게요. 마찰력이 없는 빙판길에 +전하로 대전되어있는 금속 원형디스크와 대전되지 않은 금속 디스크가 서로 마주보며 달려와 완전 비탄성 충돌한다면 어떻게 되나요? ,2017,UNIST,이공계열,기회균등
Q : 그러면 중성인 절연체 디스크와 +디스크는?,2017,UNIST,이공계열,기회균등
Q : 마지막으로 하고 싶은 말?,2017,UNIST,이공계열,기회균등
Q : 다른 학교는 어디에 지원했나?,2017,UNIST,이공계열,기회균등
Q : 오래 기다렸죠?  이제 마지막 순서네요.. 자기소개 간단히 해보세요. ,2017,UNIST,이공계열,창업인재(학생부종합)
"Q : 음, 그런 생각은 이미 나와 있는 것 아닌가요? 그리고 이미 유사한 것도 있지 싶은데?",2017,UNIST,이공계열,창업인재(학생부종합)
"Q : 아, 아니에요^ ooo에 지원하게 된 계기는 무엇인가요?",2017,UNIST,이공계열,창업인재(학생부종합)
Q : Q :  자신의 강점은 무엇이라 생각하나요?,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 또 다른 강점은 없나요? 어떤 예가 있죠?,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 그럼 과학자로서 가져야 할 과학에 대한 강점은 없나요?,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 많은 강점이 있네요. 근데 성적이 다른 친구들에 비해 좀 낮은 거 알죠? 어떻게? 잘 따라올 수 있겠어요?,2017,UNIST,이공계열,창업인재(학생부종합)
"Q : 그럼 ooo학생이 ooo에 오고 싶은 이유는 알겠는데, ooo가 ooo학생을 뽑아야 하는 이유는 뭐죠?",2017,UNIST,이공계열,창업인재(학생부종합)
Q : 제출한 자료들을 보니까 꽤 많은 활동들을 했는데 학교생활 중 가장 기억에 남는 활동은 무엇인가요? ,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 1학년 때 동아리에서 논문(보충자료로 제출)을 썼는데 결과를 확률적으로 낸 것이 있어요. 어떻게 냈는지 알고 있나요?,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 논문에서 확률이나 통계부분이 많이 쓰인 거 같은데 확통성적을 보니 좀 의아하네요.  ,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 마지막 하고 싶은 말 있나요?,2017,UNIST,이공계열,창업인재(학생부종합)
Q : 마지막으로 유니스트에서 왜 학생을 뽑아야 되는지 말씀해주세요.,2017,UNIST,이공계열,일반전형
Q : 동아리에서 meme이라는 개념을 배웠는데 뭔지 설명해 주시겠어요?,2017,UNIST,이공계열,일반전형
"Q : 유니스트를 알게된 계기?, 유니스트 말고 지원한 대학은?",2017,UNIST,이공계열,일반전형
Q : 무슨 전공을 할것이냐?,2017,UNIST,이공계열,일반전형
Q : 디베이트를 했는데 느낀점은?,2017,UNIST,이공계열,일반전형
Q : 부정적분의 정의는?,2017,UNIST,이공계열,일반전형
Q : 긍정적인 점은 없나요?,2017,UNIST,이공계열,일반
Q : 무슨과목 좋아해요?,2017,UNIST,이공계열,일반
Q : (생명과학 전공이신 듯한 교수님이 질문) 생명의 방어작용에 선천적 방어랑 후천적방어가 있는데 설명해주세요,2017,UNIST,이공계열,일반
Q : 고름은 왜 생기나요? ,2017,UNIST,이공계열,일반
Q : 고름이 생기는 건 좋나요 나쁘나요?,2017,UNIST,이공계열,일반
Q : (화학은 안좋아하냐고 묻고 좋아한다고 하니까) 수소 기체랑 헬륨 기체랑 같은 질량이 풍선에 들어있을 때 어느 풍선이 부피가 더 큰가요? ,2017,UNIST,이공계열,일반
Q : (수학은 안좋아하냐고 묻고 좋아한다고 하니까) 부정적분의 정의는 뭔가요?,2017,UNIST,이공계열,일반
Q : 마지막으로 할 말 ?,2017,UNIST,이공계열,일반
Q : 복소수 1+i가 있는데 실수가 되는 법,2017,UNIST,이공계열,일반전형
Q : 1+i의 그래프는 무엇입니까,2017,UNIST,이공계열,일반전형
Q : 수학과 물 화 생 지 중 무엇을 질문할까요?,2017,UNIST,이공계열,일반전형
Q : 생명 선택한 사람 처음이네요.,2017,UNIST,이공계열,일반전형
Q : 생명현상에 대해 설명해 주세요,2017,UNIST,이공계열,일반전형
Q : 지원동기,2017,UNIST,이공계열,일반전형
Q : 유니스트에는 로봇관련 학교가 아닌데 왜 지원했는가?,2017,UNIST,이공계열,일반전형
Q : 그럼 만약 친구가 로봇이 유명한 카이스트와 유니스트 둘 다 붙었는데 그 친구한테 어떻게 예기해 줄건지 물으셨음,2017,UNIST,이공계열,일반전형
Q : 유니스트만의 장점,2017,UNIST,이공계열,일반전형
Q : 유니스트 오면 기숙사 생활하는데 괜찮겠는지 물으셨음.,2017,UNIST,이공계열,일반전형
Q : 여기가 기숙사 학교 인지 묻고 어떻게 뽑는지 물음.,2017,UNIST,이공계열,일반전형
Q : 잔인하다고 대답하셨음.,2017,UNIST,이공계열,일반전형
Q : 이제 시간이 다 되어 가는데 마지막 할 말,2017,UNIST,이공계열,일반전형
Q : 왜 창업인재 전형으로 지원했는가?,2017,UNIST,이공계열,일반전형
Q : UNIST 지원동기와 자기소개,2017,UNIST,이공계열,일반전형
Q : 본인이 가진 창업자의 자질,2017,UNIST,이공계열,일반전형
Q : 특허와 실용신안의 차이,2017,UNIST,이공계열,일반전형
Q : 지원자는 뚜렷한 발명활동이 없는데 우리가 왜 뽑아야 하는가?,2017,UNIST,이공계열,일반전형
Q : 자기소개 부탁합니다. ,2017,가천대,바이오나노학과,가천프론티어
Q : 지원하게 된 계기를 말해보세요.,2017,가천대,바이오나노학과,가천프론티어
Q : 본인의 꿈이 신약개발연구원이라고 했는데 이 꿈이 바이오나노학과와 관련이 있나요?,2017,가천대,바이오나노학과,가천프론티어
Q : 그러면 바이오나노학과에서 배우는 과목 중 신약개발과 관련 있는 과목이 무엇이라고 생각하나요? ,2017,가천대,바이오나노학과,가천프론티어
"Q : 다른 친구들보다 교내, 교외봉사를 많이 했는데 봉사를 어떤 계기로 하게 되었나요?",2017,가천대,바이오나노학과,가천프론티어
Q : 교외봉사에서 어떤 것을 했나요?,2017,가천대,바이오나노학과,가천프론티어
Q : 인상 깊게 읽은 책 하나를 말해보세요.,2017,가천대,바이오나노학과,가천프론티어
Q : 책 내용을 상세히 말해 줄 수 있나요?,2017,가천대,바이오나노학과,가천프론티어
Q : 3학년 동아리활동에서 생물탐색반 활동을 했네요. 동아리 활동 중에 바이러스와 세균의 차이점을 잘 안다고 적혀 있는데 세균과 바이러스에 차이에 대해 말해줄래요?,2017,가천대,바이오나노학과,가천프론티어
Q : 진핵세포와 원핵세포의 종류 한가지 씩 말해보세요,2017,가천대,바이오나노학과,가천프론티어
Q : 마지막으로 하고 싶은 말 있으면 해보세요.,2017,가천대,바이오나노학과,가천프론티어
Q : 자기소개 해 보세요.,2017,가천대,사회복지학과,가천프론티어
Q : 또래상담사가 구체적으로 하는 활동이 무엇인가?,2017,가천대,사회복지학과,가천프론티어
Q : 기초사회보장제도에 대해 말해보세요.,2017,가천대,사회복지학과,가천프론티어
Q : 현대 사회에서 가장 큰 복지문제가 무엇이라고 생각합니까?,2017,가천대,사회복지학과,가천프론티어
Q : 그에 대한 자신만의 해결책을 가지고 있나요?,2017,가천대,사회복지학과,가천프론티어
"Q : 표창장을 많이 받았는데, 어떤 활동을 주로 하셨나요?",2017,가천대,사회복지학과,가천프론티어
Q : 마지막으로 하고 싶은 말,2017,가천대,사회복지학과,가천프론티어
"Q : 안녕하세요? (긴장을 풀어주기 위한 것처럼) 오, 대구면 멀리서 오셨네요? 어디서 잤어요? 부모님과 함께 오셨나요?",2017,가천대,사회복지학과,가천프론티어
Q : 보통 부모님이 관심 많이 가지시고 면접장도 따라다니시고 그러시는데.. 동우학생 어머니께선 딱히 관심이 없으세요?,2017,가천대,사회복지학과,가천프론티어
"Q : 오 그렇군요.. 멀리서 오셨는데, 아쉬움 남지 않게 면접 잘 보시길 바랍니다.",2017,가천대,사회복지학과,가천프론티어
Q : 자신에 대해 소개해보세요.,2017,가천대,사회복지학과,가천프론티어
