내용,대입연도,대학명,모집단위,전형명
Q : 독일이 굳건하게 경제가 발달하고 있는 이유,2013,계명대,독일어문학과,일반전형
Q : 동북공정에 대하여,2013,계명대,사학과,입학사정관
Q : 역사를 배우면 좋은 점?,2013,계명대,사학과,입학사정관
"Q : 동물 실험에 대하여 (찬, 반), (동물 실험을 줄이기 위한 방안)",2013,계명대,의예과,일반전형
Q : 수소결합과 관련된 물의 특성,2013,계명대,의용공학과,일반전형
Q : 아베노믹스란??,2013,계명대,일본학과(야간),일반전형
Q : 이백 선생에 대해 아는대로 설명하시오.,2013,계명대,중어중문학과,일반전형
"Q : 요즘 뉴스에서 중국에 대한 이야기를 들은 적이 있는지, 있다면 무엇인지?",2013,계명대,중어중문학과,일반전형
"Q : [공통문항] 갑과 을이 있다. 갑이 을에게 부당한 대우를 했다. 을은 그것을 동영상으로 촬영하여 SNS에 올렸다. 여기서 갑은 강자, 을은 약자이다. 부당 대우한 것을 갑의 횡포라 하고, 동영상을 올린 것을 을의 반격이라 한다. 1. 을의 행동이 가져올 수 있는 사회적 영향은? 2. SN에 올린 을의 행동에 문제는 없는가? 3. 올바른 갑과 을의 관계는?",2013,계명대,한국문화정보학과,입학사정관
Q : 1인가구가 증가하는 이유는?,2013,대구대,간호학과,일반1
Q : 황사현상이 다른 국가에 미치는 영향을 말하시오.,2013,대구대,간호학과,일반1
Q : 우리나라의 헌혈률이 낮은 이유는?,2013,대구대,간호학과,일반2
Q : 적조현상의 피해와 원인은?,2013,대구대,간호학과,일반2
Q : 우리나라에 기부문화가 정착되지 않은 이유와 그 해결책은?,2013,대구대,건축학과,일반2
Q : 공룡과 같은 고대의 동물을 복원시키는 것에 대한 찬반과 그 이유,2013,대구대,건축학과,일반2
Q : [공통문항]대학 생활에서 가장 중요한 것과 미래에 계획하고 있는 일?,2013,대구대,관광경영학과,일반1
Q : [공통문항]미래 사회에는 신선한 야채나 과일을 부자만 먹을 수 있다고 한다. 왜 그런지 이유를 설명하시오.,2013,대구대,관광경영학과,일반1
Q : [공통문항]보이스 피싱을 예방할 수 있는 방법,2013,대구대,관광경영학과,일반1
Q : 외국의 도서관과 한국의 도서관의 차이점이 무엇이라 생각하나?,2013,대구대,문헌정보학과,입학사정관
Q : 도서관에서 일해본 경험을 통해 도서관의 기능을 설명하시오. ,2013,대구대,문헌정보학과,입학사정관
Q : 광고 관련 책 중 읽어본 책이 있는가?,2013,대구대,신문방송학과,일반1
Q : 남들에 비해 자신이 이 학과에 맞다고 생각하는 점,2013,대구대,신문방송학과,일반1
Q : 세계사를 배우며 가장 기억에 남는 것은?,2013,대구대,역사교육과,자기추천
Q : 영화 본 것 중 기억에 남는 것은?,2013,대구대,역사교육과,자기추천
Q : [공통문항]길거리에서 집단폭행 당하는 사람이 있는데 주변 사람들이 동영상만 찍고 경찰에 신고는 안한다. 이에 대한 자신의 생각은?,2013,대구대,역사교육과,자기추천
Q : 1차 세계대정늬 배경과 결과는?,2013,대구대,역사교육과,자기추천
Q : 일본 원전사고로 인한 주변국의 피해를 예를 들고 거기에 대한 본인의 생각은?,2013,대구대,전자전기학과,일반1
Q : 상벌점제도의 장단점,2013,대구대,초등특수교육학과,일반1
Q : 인생을 행복하게 살기 위해 어떻게 살고 싶은가?,2013,대구대,초등특수교육학과,일반2
Q : 대학 가서 하고 싶은 것은?,2013,대구대,초등특수교육학과,일반2
Q : 우리나라에서 헌혈 문화가 정착되지 않는 이유는?,2013,대구대,초등특수교육학과,일반2
Q : 체벌금지를 하면 교권이 떨어진다고 하는데 그에 대한 생각과 이유는?,2013,대구대,초등특수교육학과,일반2
"Q : [공통문항]자신의 미래 모습을 설정하고, 그것을 어떻게 이루어 나가겠나?",2013,대구대,호텔관광학과,일반1
Q : [공통문항]1인 가구가 늘고 있는 이유는?,2013,대구대,호텔관광학과,일반1
Q : [공통문항]불법다우로드 문제를 해결하는 법?,2013,대구대,호텔관광학과,일반1
Q : 부모 됨에 있어서 중요한 것,2013,영남대,가족주거학과,일반전형
Q : 임대주택과 자가주택의 특징,2013,영남대,가족주거학과,일반전형
Q : 경제 관련 특강에 갔는데 일주일 내내 인사하는 것만 가르친다면 본인은 어떻게 하겠는가?,2013,영남대,가족주거학과,일반전형
"Q : 세계에서 가장 훌륭하다고 생각하는 건축물은 무엇이며, 그 이유는?",2013,영남대,건축학과,일반전형
Q : 죽기 전에 꼭 이루고 싶은 일,2013,영남대,경영학과,일반전형
Q : SNS광고가 TV광고와 비교했ㄷ을 때 어떤 장점이 있는가?,2013,영남대,경영학과,일반전형
Q : 토론 중에 팀원 1명과 의견이 맞지 않을 때 어떻게 해야하는가?,2013,영남대,국제통상학과,일반전형
Q : 무역옹호론자 입장과 무역반대론자 입장에 대해 본인의 생각은?,2013,영남대,국제통상학과,일반전형
Q : 서점에서 책을 사 본 경험,2013,영남대,독어독문학과,일반전형
Q : 게임문화를 기성세대가 반대함. 이에 대한 본인의 생각과 신세대로서 어떻게 대처하여야 하는가?,2013,영남대,독어독문학과,일반전형
Q : 본인이 가본 축제나 관심있는 축제에 대해 좋았던 점이나 개선할 점,2013,영남대,문화인류학과,일반전형
Q : 오늘을 잘 살기 위해서 어떻게 해야 하는가?,2013,영남대,불어불문학과,일반전형
"Q : [나폴레옹, 엘리자베스 1세, 잔 다르크, 링컨 대통령]에 대한 영어 지문 읽고 설명하기",2013,영남대,사학과,일반전형
Q : 공산품 생산은 늘리고 싶을 때 늘릴 수 있는 농산물은 왜 그럴 수 없을까?,2013,영남대,식품자원경제학과,일반전형
Q : FTA에 대해 설명하고 한국 농업에 미치는 영향에 대해 말하시오.,2013,영남대,식품자원경제학과,일반전형
Q : 극성분자가 무엇인가?,2013,영남대,신소재공학과,일반전형
Q : 이상기체 방정식,2013,영남대,신소재공학과,일반전형
Q : 관성의 법칙,2013,영남대,신소재공학과,일반전형
Q : 화학 주기율표,2013,영남대,신소재공학과,일반전형
"Q : 긍정적 정서에는 어떤 것이 있고, 그 정서가 우리 삶에 어떤 유익한 기능을 하는가?",2013,영남대,심리학과,일반전형
Q : 인간의 마음은 과학적으로 연구될 수 있는가?,2013,영남대,심리학과,일반전형
Q : 옷을 만들 때 환경문제가 많이 일어나는 데 예방법은?,2013,영남대,의류패션학과,일반전형
Q : 옷을 만드는 과정을 설명,2013,영남대,의류패션학과,일반전형
Q : Cos 2x를 미분,2013,영남대,전기공학과,일반전형
Q : 5kg 짜리 공을 10m 위치에 고정할 때 위치 에너지와 운동 에너지,2013,영남대,전기공학과,일반전형
"Q : 전자 민주주의에 대한 생각, 긍정적, 부정적 측면",2013,영남대,정치외교학과,일반전형
Q : 국정원 댓글 사건,2013,영남대,정치외교학과,일반전형
Q : 선거권에 대하여 아는대로 설명하시오.,2013,영남대,정치외교학과,일반전형
Q : 조경하면 생각나는 단어 5개 말하시오.,2013,영남대,조경학과,일반전형
Q : 한자 읽기,2013,영남대,중어중문학과,일반전형
Q : 영어 문장 읽고 해석하기,2013,영남대,중어중문학과,일반전형
