내용,대입연도,대학명,모집단위,전형명
Q : 영어로 자기소개 해보시오,2011,계명대,호텔관광학과,잠재능력우수자
Q : 우리나라 빈부격차 해소를 위해 해야할 것이 무엇인가?,2011,계명대,호텔관광학과,잠재능력우수자
Q : 아버지의 직업이 무엇인가?,2011,계명대,호텔관광학과,잠재능력우수자
"Q : 자신이 중산층이라고 생각하는가, 아니라면 그 이유는?",2011,계명대,호텔관광학과,잠재능력우수자
Q : 인생의 성공이란 무엇이라고 생각하는가? 그렇게 되기 위해 무엇을 하겠는가?,2011,대구대,[공통문항],일반전형
Q : 인터넷게임 셧다운제에 대해 자신의 견해와 이유?,2011,대구대,[공통문항],일반전형
"Q : 외국인, 다문화의 편견에 대한 견해와 편견을 없애기 위해 무엇을 해야 할까?",2011,대구대,[공통문항],일반전형
Q : 20대에 학업 이외에 하고 싶은것,2011,대구대,[공통문항],일반전형
Q : 취직/결혼을 위해 성형수술을 하는 것에 대한 본인의 입장,2011,대구대,[공통문항],일반전형
Q : 일본 원자력 폭발 문제. 대체 가능한 전력생산 방식.,2011,대구대,[공통문항],일반전형
Q : 대규모정전을 겪게 되었을 때 개인적으로 할 수 있는 창의적 해결방안,2011,대구대,[공통문항],일반전형
Q : 사회복지사가 가져야 할 리더십은 무엇이라 생각하는가,2011,대구대,사회복지학과,미래사회복지리더전형
Q : 지역사회에서 사회복지가 해야 할일은?,2011,대구대,사회복지학과,미래사회복지리더전형
Q : 사교육이 늘어나고 있는데 공교육 강화를 위하여 학교에서 해야할 일은?,2011,대구대,사회복지학과,미래사회복지리더전형
"Q : 내가 만약 외국으로 출장을 가는데 그 나라의 평균기온이 18도이다. 봄, 여름, 가을, 겨울 중 한 계절의 옷만 가져가야 된다면 어느 계절의 옷을 가져가겠는가? 그리고 그 이유는?",2011,대구대,산업경영,DU자기추천전형
Q : 장애학생 유린 문제에 대해 교사가 가져야할 자질,2011,대구대,유아교육과,일반전형
Q : 사교육비를 줄이려면 어떻게 해야할까,2011,대구대,일어일문학과,DU자기추천전형
Q : 한일 관계의 악감정을 어떻게 해야 고칠 수 있나,2011,대구대,일어일문학과,DU자기추천전형
Q : 이 학교에서 나를 꼭 붙여야 한다'는 이유를 말해보라,2011,대구대,일어일문학과,DU자기추천전형
Q : 공무원이 된다는 가정하에 어떤 일을 하고 싶은가,2011,대구대,행정학과,DU자기추천전형
Q : 아버지의 성과 어머니의 성을 같이 쓰는 것을 어떻게 생각하는가,2011,대구대,행정학과,DU자기추천전형
"Q : 전원 무상급식을 해야하는가, 아니면 가난한 아이들만 무상급식을 받게 해야하는가",2011,대구대,행정학과,DU자기추천전형
Q : 한미 FTA에 대해서 찬반을 말하고 이유는?,2011,대구대,행정학과,DU자기추천전형
"Q : 자신이 중소매장 주인인데, 바로 옆에 대형 백화점이 들어왔다. 당신은 어떻게 대처할 것인가?",2011,영남대,경영학과,일반전형
Q : 버켓 리스트,2011,영남대,경영학과,일반전형
Q : 최근 고액기부를 한 사람에게 노후를 보장해주자는 법안이 나오고 있다. 이에 찬성하는가 반대하는가? 그 이유는?,2011,영남대,경영학과,일반전형
Q : 당신은 10년째 당신이 직접 빵을 만들어 파는 베이커리를 운영 중이다. 대형체인점이 자신의 체인점으로 가입하면 빵을 싼 값에 넘기겠다고 한다. 당신은 이 제안을 받아들일 것인가 거절할 것인가?,2011,영남대,경영학과,일반전형
Q : 내가 자동차 회사 사장인데 다른 회사 부품을 써야 하는 상황이다. A회사는 품질이 좋고 가격이 비싸며 B회사는 가격은 싸지만 품질이 떨어진다. 당신은 어느 회사 제품을 쓸 것인가? 이유는?,2011,영남대,경영학과,일반전형
Q : 한국은 왜 미국의 이자율을 신경써야 하는가?,2011,영남대,경제금융학과,일반전형
Q : 이 과가 당신에게 미치는 영향은?(장래희망과 연계질문),2011,영남대,경제금융학과,일반전형
Q : 성공이 무엇이라 생각하나?,2011,영남대,국제통상학과,일반전형
"Q : 부, 명예 중 무엇을 더 중시하겠나?",2011,영남대,국제통상학과,일반전형
Q : 다문화가정이 우리나라에 긍정적으로 미칠 영향은?,2011,영남대,국제통상학과,일반전형
Q : 다민족사회의 실현 방안은?,2011,영남대,문화인류학과,일반전형
Q : 지역축제 활성화 방안은?,2011,영남대,문화인류학과,일반전형
Q : 언론정보학과가 무엇이라 생각하며 입학 후 향후 계획과 목표는?,2011,영남대,언론정보학과,일반전형
Q : 대학을 졸업한 10년 뒤 무엇을 하고 있을지 말해보시오,2011,영남대,영문학과,일반전형
"Q : 유아교육에 영어수업 도입의 긍정적 측면, 부정적 측면을 각각 1개씩 말하시오.",2011,영남대,유아교육과,일반전형
Q : 더불어 살아가는 사회에서 개인이 해야 할 일은?,2011,영남대,유아교육과,일반전형
Q : 한자를 일어로 읽기(히라나가와 가타카나도 병기되어 있음),2011,영남대,일어일문학과,일반전형
Q : 일본 문화(혹은 연례행사) 3가지를 설명하시오,2011,영남대,일어일문학과,일반전형
Q : 대중문화 이외에 한류문화로 생각되는 것,2011,영남대,일어일문학과,일반전형
"Q : 영어 지문(선거 관련 주제, 복권 관련 주제)에 관한 질문 - 내용확인, 잘못된 점 찾기",2011,영남대,자율전공학부,일반전형
Q : 저출산 실태와 해결 대책에 대해 말해보시오. ,2011,영남대,지역및복지행정학과,일반전형
Q : 도가니' 문제의 해결방안,2011,영남대,지역및복지행정학과,일반전형
Q : 1박2일로 친구들과 놀러가기로 했다. 텐트와 취사도구가 필요하다. 친구들은 가지고 있어도 없다고 거짓말을 한다. 나한테는 텐트와 도구가 있지만 이것을 가져온다고 해도 텐트 설치를 아무도 도와줄 것 같지가 않다. 이 상황에서 어떻게 할 것인가?,2011,영남대,행정학과,일반전형
Q : 우리나라의 주요 경제계발 정책에 대해 설명하시오. ,2011,영남대,행정학과,일반전형
Q : 3권 분립에 대해 설명하시오. ,2011,영남대,행정학과,일반전형
Q : 입법부 (또는 국회)에 대하여 설명하시오,2011,영남대,행정학과,일반전형
Q : 학생회 임원 A는 3학년 학생회장이 강압적인 의사결정을 하는 것을 보고 자신은 그렇게 하지 말아야지라고 한다. 그런데 나중에 학생회장이 되어 자신도 그 선배와 같은 행동을 하고 있는 것을 발견한다. 이 학생의 문제점은 무엇인가?,2011,영남대,행정학과,일반전형
