내용,대입연도,대학명,모집단위,전형명
Q4-2 : 어떤 부분에서 수학이 활용된다고 생각하나요?,2023,경희대,경영학과,네오르네상스 전형
Q5 : 경영학에서 무엇을 배우는지 알고 있나요?,2023,경희대,경영학과,네오르네상스 전형
Q : 오는데 매우 힘들진 않았어요?,2023,경희대,무역학과,네오르네상스 전형
Q : 무역학과에 지원하기 위해서 어떤 노력을 했나요?,2023,경희대,무역학과,네오르네상스 전형
Q : 그럼 가상화폐 산업과 무역학과의 관련성이 뭐라고 생각해요?,2023,경희대,무역학과,네오르네상스 전형
Q : 본인의 장점이 뭐예요?,2023,경희대,무역학과,네오르네상스 전형
Q : 그럼 단점은 뭐라고 생각해요?,2023,경희대,무역학과,네오르네상스 전형
Q : 인생에서 가장 힘들었던 것이 뭔가요?,2023,경희대,무역학과,네오르네상스 전형
Q : 마지막으로 하고 싶은 이야기 있나요?,2023,경희대,무역학과,네오르네상스 전형
Q : 자기소개와 지원 동기 말해주세요.,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 자신의 장점과 이 학과와 왜 부합하는지 말해주세요.,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 자신이 가진 다재다능한 능력이라는 것이 구체적으로 어떤 것이죠?,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 문화콘텐츠 분야가 다양한데 어떤 분야에서 일하고 싶나요?,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 콘텐츠 기획자에게 필요한 역량이 무엇이라고 생각하나요?,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 최근 본 드라마나 영화 중 성공적인 사례가 있나요?,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 기억에 남는 책 말하고 내용과 느낀 점을 말해주세요.,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 시간이 다 되었네요. 마지막으로 할 말 있으면 말해주세요.,2023,경희대,문화콘텐츠학과,네오르네상스전형
Q : 자기소개 및 지원동기?,2023,경희대,빅데이터응용학과,네오르네상스전형
Q : 반장이나 부반장 경험은 없나요?,2023,경희대,빅데이터응용학과,네오르네상스전형
Q : 하고 싶던 적은 없나요?,2023,경희대,빅데이터응용학과,네오르네상스전형
Q : 봉사활동 중 느낀 점?,2023,경희대,빅데이터응용학과,네오르네상스전형
Q : 빅데이터를 모르는 사람에게 빅데이터를 설명한다면?,2023,경희대,빅데이터응용학과,네오르네상스전형
Q : 기업과 빅데이터 활용 연관성? ,2023,경희대,빅데이터응용학과,네오르네상스전형
"Q : 생활기록부에서 한국의 문화유산을 소개했다는데, 어떤 문화재를 속했으며 무엇을 느꼈는가? ",2023,경희대,사학과,네오르네상스전형
"Q : 생활기록부에서 삼국유사 번역에 대하여 언급하였는데, 삼국유사 등의 고문서를 번역한다면 직역을 할  것가? 아니면 의역을 할 것인가?",2023,경희대,사학과,네오르네상스전형
Q : 문맥을 무엇을 의미하는가?,2023,경희대,사학과,네오르네상스전형
"Q : 정치사 배우고 싶다고 했는데, 정치를 무엇이라 생각하는가?",2023,경희대,사학과,네오르네상스전형
Q : 여기까지 어떻게 오셨어요? (분위기 엄청나게 풀어주시려 하는 거 보임),2023,경희대,스포츠의학과,네오르네상스전형
Q : 자기소개 한 번 해보세요.,2023,경희대,스포츠의학과,네오르네상스전형
Q : 본교에 지원하게 된 이유는?,2023,경희대,스포츠의학과,네오르네상스전형
Q : 학생부 보니까 원래 스포츠의학을 지망하던 건 아닌 것 같은데. (왜 여기 지원했냐?),2023,경희대,스포츠의학과,네오르네상스전형
Q : 그러면 팀 의사와 재활치료사의 차이를 아나요?,2023,경희대,스포츠의학과,네오르네상스전형
"Q : 과학실험 동아리를 했다고 하는데, 이것과 우리 학과의 연관성이 되는 활동 내역이 있나요? 특히 물리  쪽에도 관심이 많으신 것 같던데(1학년 때 로봇공학 교수님 강연 들은 거 있음)",2023,경희대,스포츠의학과,네오르네상스전형
Q : 그렇군요. 하지만 최근 들어 비약물 치료에도 이런저런 장점이 있을 수 있다는 게 밝혀진 거 아시죠?  본인이 생각하는 자신의 장단점?,2023,경희대,스포츠의학과,네오르네상스전형
Q : 시간 남았는데 더 할 말 있으신가요?,2023,경희대,스포츠의학과,네오르네상스전형
Q : 저희 과에 지원하게 된 동기 한번 말해볼까요?,2023,경희대,자율전공학부,네오르네상스전형
Q : 꿈이 국제기구 종사자라고 했는데 구체적으로 어떤 국제기구에서 일하고 싶나요?,2023,경희대,자율전공학부,네오르네상스전형
Q : 그러한 꿈을 가지게 된 계기가 있을까요? (교육이 중요하다고 생각하게 된 계기라는 뜻),2023,경희대,자율전공학부,네오르네상스전형
Q : 다른 친구들은 본인을 어떻게 평가하나요? 형용사 두 가지로 한번 말해볼래요?,2023,경희대,자율전공학부,네오르네상스전형
Q : 본인은 그 친구들의 평가가 맞는다고 생각하나요?,2023,경희대,자율전공학부,네오르네상스전형
Q : 마지막으로 하고 싶은 말 있나요?,2023,경희대,자율전공학부,네오르네상스전형
Q : 우리 학교 와 본 적이 있나요?,2023,경희대,전자공학과,네오르네상스전형
