내용,대입연도,대학명,모집단위,전형명
"Q : 중학교 생활에 비교하였을 때, 고등학교 생활이 어떠하였는지 말해볼래요?",2024,GIST,기초교육학부,고른기회전형 기초교육학부
Q : 시간이 남았는데 마지막으로 하고 싶은 말 있으면 해볼래요?,2024,GIST,기초교육학부,고른기회전형 기초교육학부
Q : 학교 둘러봤나요? 어떤가요?,2024,GIST,기초교육학부,학생부종합 학교장추천
Q : 30초 줄 테니까 아무 말이나 해보세요.,2024,GIST,기초교육학부,학생부종합 학교장추천
Q : 만약에 타임머신이 개발되어 현재로부터 30만년 후로 타임머신을 타고 이동하였는데 30만년 후는 인류 가 거의 없어지고 소수의 사람만 문명을 이루지 못한 채로 살아가고 있었다. 다시 타임머신으로 타고 현재로 돌아와 딱 3권의 책만 들고 다시 30만년 후로 가서 그들의 문명을 발달시켜야 한다면 어떤 책 을 가져갈 것인가. 책은 실제 있는 책을 이야기해도 되고 어떤 내용의 책을 가져가고 싶다고 이야기해 도 됨.,2024,GIST,기초교육학부,학생부종합 학교장추천
Q : 당장 내일 죽을지도 모르는 사람들인데 선량한 차별주의자 같은 책을 가져가면 그들이 과연 그것에 관 심을 가질까요? 너무 허무한 이야기로 들리지 않을까요?,2024,GIST,기초교육학부,학생부종합 학교장추천
Q : 수학 교과세특에 분수의 극한값이 존재할 때 분모가 0으로 갈 때 분자도 0으로 간다는 것에서 극한값이  존재할 때 분자가 0으로 갈 때 분모가 0으로 간다는 것을 더 알아내었다고 되어 있는데 이에 관해 설명 해 보세요,2024,GIST,기초교육학부,학생부종합 학교장추천
Q : 10초 남았는데 마지막으로 하고 싶은 말 짧게 해보세요.,2024,GIST,기초교육학부,학생부종합 학교장추천
Q: 반도체공학으로 시작해서 반도체공학으로 끝나네요. 껄껄 반도체 분야에 열정이 대단한 것 같아요.,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 1학년 때 수학 시간에 유리함수 무리함수 지수함수 등을 친구들에게 잘 설명해 주었다고 하는데 그게  무엇이고 어떠한 예시가 있는지 말해보세요.,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 2학년 수학 시간에 e와 그 활용에 대해서 체인 룰을 활용한 오차역전파에 관해서 탐구하셨다고 하는데  어떠한 점에서 e가 활용되고 그것이 왜 사용되는지 설명해 주세요.,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 그래서 그게 왜 오차 역전파에서 사용되나요?,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 자기소개서를 보면 컴퓨터 구조라는 과목을 공부하셨는데 무엇을 배우셨나요? or 학과와 무슨 관련이  있나요? (둘 중 하나인데 기억이 잘 안 남. 전자였던 것 같음),2024,GIST,반도체공학과,학생부종합 지역인재
Q : 컴퓨터 구조 시간에 CPU도 만들고 관심이 있다고 하셨는데 가장 효율적인 반도체 구조가 어떻게 되었 는지 아나요?,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 그렇다면 반도체를 구성함에 있어서 가장 중요한 학문(과목)이 무엇이라 생각하시나요?,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 마지막으로 하고싶은말 있으시면 하시면 됩니다.,2024,GIST,반도체공학과,학생부종합 지역인재
Q : 간단하게 자기소개 가능할까요? ,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 푸리에 변환에 관해 설명할 수 있나요?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 그러면 푸리에 변환을 통해 압축한 데이터를 다시 풀려면 어떻게 해야 할까요?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 푸리에 변환의 공식을 직접 손으로 풀어서 적어본 적이 있나요?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 그러면 프로그램에 적용하는 방식으로 진행한 거네요? ,2024,GIST,반도체공학과,학생부종합 일반전형
"Q : 도체와 부도체, 반도체를 구분해서 설명해 주세요.",2024,GIST,반도체공학과,학생부종합 일반전형
"Q : AI를 반도체에 적용한다는 내용이 있는데, 어떤 방식으로 적용할 수 있을지?",2024,GIST,반도체공학과,학생부종합 일반전형
Q : 그렇게 한다면 반도체의 구조가 달라질까요?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 반도체의 성능을 높이기 위해서는 어떻게 해야 할까요?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 학생부에 남을 위한 활동들이 아주 많은데 최근에 나를 위해 한 활동은 뭐가 있나요?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 나의 단점과 이를 해결하고자 노력한 것?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 마지막으로 하고 싶은 말은?,2024,GIST,반도체공학과,학생부종합 일반전형
Q : 간호학과에 지원하게 동기와 졸업 후 어느 분야에서 일하고 싶으세요?,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 물벼룩 심장박동 실험을 교감 신경과 부교감 신경을 연관시켜 설명해 주세요.,2024,가천대,간호학과,학생부종합 가천바람개비
Q : ADH(항이뇨 호르몬)에 대해 잘 알고 있는 것 같아요. 이것에 관하여 설명해 줄래요?,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 학생부에 기재되지 않은 간호와 관련된 활동을 한 적 있나요? ,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 생명과학 1시간에 세포 노화와 줄기세포의 항노화 효과에 관해 탐구하였는데 무슨 탐구였을까요?,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 현재 이 기술이 어디에 사용되는지 예시가 있나요?,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 덜 익은 바나나와 아이오딘 아이오딘화 칼륨 용액에 대한 실험은 무슨 실험이었나요? ,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 마지막으로 준비하신 말씀해 주세요.,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 지원동기랑 간호사가 된다면 어떤 분야에서 일하고 싶은지 말해주세요.,2024,가천대,간호학과,학생부종합 가천바람개비
"Q : 로고테라피에 대해 배웠다고 나와 있는데, 설명해 줄 수 있는지?",2024,가천대,간호학과,학생부종합 가천바람개비
Q : 그렇다면 그 이론을 누가 만들었는지 알고 있는지?,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 아 괜찮아요. 혹시 알려나 싶어서 물어본 것에요~,2024,가천대,간호학과,학생부종합 가천바람개비
"Q : 생명 복제연구를 조사했는데, 어떻게 조사했는지?",2024,가천대,간호학과,학생부종합 가천바람개비
"Q : HIV 바이러스 역전사효소 억제제에 대해 조사했는데, 설명해 줄 수 있는지?",2024,가천대,간호학과,학생부종합 가천바람개비
"Q : 인성을 중요시하는 부분이 잘 맞을 것 같다고 했는데, 그걸 드러낼 수 있는 역량?",2024,가천대,간호학과,학생부종합 가천바람개비
Q : 마지막으로 할 말 준비한 것 있나요?,2024,가천대,간호학과,학생부종합 가천바람개비
Q : 교내 회사기획 대회에 대해 구체적으로 설명해 주세요.,2024,가천대,경영학과,학생부종합전형 가천바람개비
Q : 교과 세특 내용 중에 여러 성공한 기업가들을 조사하셨다고 작성되어 있는데 본인이 생각하는 이들의  가장 큰 공통점은 무엇이라고 생각하십니까?,2024,가천대,경영학과,학생부종합전형 가천바람개비
Q : 본인이 지식 재산 일반 시간에 빔프로젝터가 탑재된 휴대폰을 상품으로 사업계획서를 작성해본 이력이  있으시던데 이것에 대해 구체적으로 설명해 주세요?,2024,가천대,경영학과,학생부종합전형 가천바람개비
Q : 학과 지원한 동기 말씀해 주세요.,2024,가천대,도시계획·조경학부,학생부종합 가천바람개비
Q : 많고 많은 대학 중에 왜 우리 학교를 지원했습니까?,2024,가천대,도시계획·조경학부,학생부종합 가천바람개비
Q : 우리 학과 홈페이지 들어가 봤나요?,2024,가천대,도시계획·조경학부,학생부종합 가천바람개비
Q : 커리큘럼에서 기억나는 거 말해줄 수 있을까요?,2024,가천대,도시계획·조경학부,학생부종합 가천바람개비
Q : 지원동기에서 도시재생 쪽을 전공하고 싶다고 했는데 도시재생에 대해서 말해줄 수 있나요?,2024,가천대,도시계획·조경학부,학생부종합 가천바람개비
Q : 지원동기에서 낙후된 도시나 마을을 유지보수 하고 싶다고 했었는데 혹시 생각해 둔 곳 있나요?,2024,가천대,도시계획·조경학부,학생부종합 가천바람개비
Q : 대구면 멀리서 왔는데 힘들지 않았나요?,2024,가천대,도시계획·조경학부,학생부종합 가처바람개비
Q : 지원지가 사는 지역의 도시계획이 잘된 점 말해보세요.,2024,가천대,도시계획·조경학부,학생부종합 가처바람개비
Q : 오늘날 도시계획의 문제점을 말해보세요.,2024,가천대,도시계획·조경학부,학생부종합 가처바람개비
Q : 그걸 해결하려면 어떻게 해야 할지?,2024,가천대,도시계획·조경학부,학생부종합 가처바람개비
Q : 구체적으로 어떻게?,2024,가천대,도시계획·조경학부,학생부종합 가처바람개비
Q : 완충용액이 무엇인가요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
"Q : (꼬리질문) pH가 왜 우리 몸에서 중요하죠?Q : 줄기세포에 관해 탐구했다고 하는데, 줄기세포가 뭔지 어 떤 내용을 조사했는지 설명해 주세요..",2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : (꼬리질문) 줄기세포에 대한 의견이 무엇이 있죠?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 침묵 돌연변이를 조사했다고 했는데 침묵 돌연변이가 뭐죠?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : (꼬리질문) 침묵 돌연변이가 일어나면 몸에 이상이 생길까요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 단백질 합성 과정이 어떻게 되나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : (꼬리질문) 단백질 합성은 어디서 일어나나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 시냅스 매커니즘이 뭔가요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : (꼬리질문) 시냅스에서 자극이 어떤 과정으로 일어나나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 마지막으로 하고 싶은 말 (30초 내외),2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 바이오로직스학과에 관심을 가지게 된 계기가 무엇인가요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 인간의 질병과 노화에 관심을 가지게 된 계기가 있나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
"Q : 그럼, 3학년 때 진로를 정한 건가요?",2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 비만치료제에 관해 물어볼게요. 비만치료제 활동 내용에 대해 말해주세요.,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 그러면 어떻게 작용해야 한다고 생각하나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : mRNA가 무엇인가요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 세포 내 정보 흐름..?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 비스페놀A추출 실험 과정에 관해 설명해 주세요.,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 그 원리에 대해서 설명해줄 수 있나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 비스페놀A가 우리 몸속의 어떤 호르몬을... 기작? (기억이 잘 안 남),2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 플라스미드 DNA추출 실험했는데 이때 대장균 사용했습니까?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : (‘예’라고 대답하니) 왜 대장균을 사용했는지 말해줄 수 있나요?,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 여기 크리스퍼 유전자 가위에 대해서도 했는데 설명해 주세요.,2024,가천대,바이오로직스학과,학생부종합 가천바람개비
"Q : 네, 이제 시간이 거의 다 되어서 마지막 하고싶은 말 있으면 해주세요.",2024,가천대,바이오로직스학과,학생부종합 가천바람개비
Q : 자기소개와 지원동기 말해주세요.,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 왜 우리 학교에 지원했냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 우리 학교에 대해 아는 게 있냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 교육과정을 보고 특히 배우고 싶은 게 있냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 렌츠 법칙이 뭐냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 사인함수가 뭐냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 사인함수 주기가 몇이냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 왜 2파이냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 조수간만의 차를 삼각함수로 표현하는 것을 설명해 봐라.,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 화학 1단원 몰과 양자수에서 양자수가 의미하는 게 뭐냐?,2024,가천대,반도체/전자공학부,학생부종합 가천바람개비
Q : 가천대학교 반도체 전자공학과에 지원하게 된 동기가 있다면 말씀해 주세요.,2024,가천대,반도체/전자공학부,학생부교과 지역균형
"Q : 함수의 넓이를 구하는 방법을 친구들에게 설명했다고 나와 있는데, 어떻게 설명했나요?",2024,가천대,반도체/전자공학부,학생부교과 지역균형
"Q : 3학년 수학 과제 탐구 시간에 인공지능, 알고리즘을 작동하게 하는 수학적 원리에 대한 탐구 결과물을  만들어 냈다고 나와 있는데 어떤 결과물을 제출했습니까?",2024,가천대,반도체/전자공학부,학생부교과 지역균형
Q : 물리학 실험에서 태양광 추적 및 자율주행 자동차를 활용한 태양광 효율 개선에 관한 연구를 진행했다 고 하는데 태양광 추적과 자율주행에 어떤 관계가 있기에 이를 탐구했습니까?,2024,가천대,반도체/전자공학부,학생부교과 지역균형
Q : 실제 조도 센서에서의 빛을 수치로 확인하고 계산했습니까?,2024,가천대,반도체/전자공학부,학생부교과 지역균형
Q : 그때 빛의 세기의 단위가 무엇이었습니까?,2024,가천대,반도체/전자공학부,학생부교과 지역균형
Q : 수소연료에 관한 이야기가 전반적으로 많이 보입니다. 전자공학과 관련하여 입학하게 된다면 어떤 부분 을 공부하고 싶습니까?,2024,가천대,반도체/전자공학부,학생부교과 지역균형
"Q : 아니요. 그건 화학이고요, 전자공학과 관련된 활동으로는 어떤 연구를 진행하고 싶습니까?",2024,가천대,반도체/전자공학부,학생부교과 지역균형
Q : 마지막으로 하고 싶은 말이 있다면 자유롭게 해주세요.,2024,가천대,반도체/전자공학부,학생부교과 지역균형
Q : 지원동기를 말해주세요.,2024,가천대,식품생명공학과,학생부종합 일반전형
"Q : 세부 능력과 특기사항 질문할게요. 이런 거 어려워서 학생부에 잘 안 적혀있는데 적혀있는데, 보어 원자 모형 전자껍질과 스펙트럼 얘기 적혀 있는데 설명해 보세요.(어려운 내용이 아니라 화학1 시간에 한 거 적혀있는 거였음. 여기서 아 교수님들 고등학교 교육과정 잘 모르신다는 느낌)",2024,가천대,식품생명공학과,학생부종합 일반전형
Q : (꼬리질문) 그러면 그걸 나타낼 수 있는 게 뭔가요?,2024,가천대,식품생명공학과,학생부종합 일반전형
Q : 후천성 면역 선천성면역 얘기 적혀있는데 이거 설명해 주세요. ,2024,가천대,식품생명공학과,학생부종합 일반전형
Q: 과산화수소를 물과 산소로 분해하는 게 뭔가요?,2024,가천대,식품생명공학과,학생부종합 일반전형
Q : 포도당 이성질화효소가 뭐지요?,2024,가천대,식품생명공학과,학생부종합 일반전형
Q : 동아리 2학년 때 천연항생물질 실험했는데 뭐냐?,2024,가천대,식품생명공학과,학생부종합 일반전형
"Q : 그럼, 그거 말고 기억에 남는 다른 실험 뭐냐?",2024,가천대,식품생명공학과,학생부종합 일반전형
Q : 그 실험에 대해 설명해 보세요.,2024,가천대,식품생명공학과,학생부종합 일반전형
Q : 마지막으로 하고 싶은 말 있으면 해보세요. ,2024,가천대,식품생명공학과,학생부종합 일반전형
Q : 대학에 입학한다면 심리학과 어디 진학하고 싶나요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 임상심리사 되는 법에 대해 아는 것 이야기해 줄 수 있나요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 임상심리사한테 필요한 자질이 뭐라고 생각하나요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 다른 대학교들도 많은데 가천대에 지원한 이유는 뭔가요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 다른 친구들 배려하고 관심 가진 경험 있나요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 지도력 발휘해 본 경험 있나요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 동아리 활동에서 슈퍼비전 책을 읽었던데 인상 깊었던 점이 있나요?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 심리치료 방법 1세대 2세대 3세대 적어 놓은 내용에 관해 물어봄,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 임상 심리 말고 배우고 싶은 심리 있냐?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 마지막으로 할 말은?,2024,가천대,심리학과,학생부종합 가천바람개비
Q : 대학교 와서 이루고 싶은 목표는 무엇인가? 요약하자면 어떤 사람이 되고 싶은가?,2024,가천대,심리학과,학생부종합 일반전형
Q : 관심 있는 심리학 종류 3가지와 그 이유는 무엇인가?,2024,가천대,심리학과,학생부종합 일반전형
Q : 심리학 배운 후 생각하는 직업과 진로는? 왜 대학원에 진학하고 싶은가?,2024,가천대,심리학과,학생부종합 일반전형
Q : 가지향수에 관해 설명하세요. 가치함수가 어떻게 쓰이는가?,2024,가천대,심리학과,학생부종합 일반전형
Q : 가천대학교 커리큘럼 중 듣고 싶은 과목과 그 이유는 무엇인가?,2024,가천대,심리학과,학생부종합 일반전형
Q : 마지막으로 하고 싶은 말 (10초간),2024,가천대,심리학과,학생부종합 일반전형
Q : 많은 대학교 중에서 가천대학교를 선택한 이유는 무엇인가요?,2024,가천대,의공학과,학생부교과 지역균형
Q : 의공학과에 지원하게 된 계기가 무엇인가요?,2024,가천대,의공학과,학생부교과 지역균형
Q : MRI와 CT의 차이점은 무엇인가요? ,2024,가천대,의공학과,학생부교과 지역균형
"Q : 고등학교 1학년 때, 파이선으로 프로그램을 만들었다고 했는데 어떤 프로그램인가요? 자세하게 설명해  주세요.",2024,가천대,의공학과,학생부교과 지역균형
Q : 파이선에서 미적분을 이용한 것에는 무엇이 있을까요?,2024,가천대,의공학과,학생부교과 지역균형
"Q : 자세히는 기억 안 나지만, 수2의 내용을 질문함 ",2024,가천대,의공학과,학생부교과 지역균형
Q : 마지막으로 하고 싶은 말은 무엇인가요?,2024,가천대,의공학과,학생부교과 지역균형
Q : 생명과학1에서 알츠하이머와 관련해서 콜린 가설을 조사했는데 어떤 내용인가요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 그럼 콜린에스테라제 억제제는 어떤 것인가요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 생명과학2 시간에 비정상 단백질 접힘에 관해 탐구하면서 알츠하이머와 연관 지었다고 했는데 어떤 내 용인가요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 교감신경과 부교감 신경에 관해서 설명해 줄래요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 노인 우울증을 조사했는데 노인 우울증에는 어떤 치료제가 이용되나요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 현재 알츠하이머 치료제로 이용된 것 중에 알고 있는 것이 있나요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 고등학생 때 가장 열심히 공부했던 과목은 무엇이었나요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 생명과학 단원 중 가장 관심을 두고 공부했던 과목은 무엇인가요?,2024,가천대,의예과,학생부종합 가천의약학
Q : pH에 관해서 설명해 주세요.,2024,가천대,의예과,학생부종합 가천의약학
Q : 경사하강법에 관해서 탐구했다고 하는데 경사하강법은 어떤 것인가요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 경사하강법을 수학적으로 표현할 수 있나요?,2024,가천대,의예과,학생부종합 가천의약학
Q : 가천대 의대에 지원한 동기에 대해 말씀해 주세요,2024,가천대,의예과,학생부종합 가천의약학
