사례번호,줄번호,내용,대입연도,대학명,모집단위,전형명
140,45,"A.  저에게 의사라는 구체적인 꿈을 가지게 된 계기는 이태석 신부의 삶을 그려낸 <울지마 톤즈 그 후 선물>이라는 책 때문이였습니다. ~대략적인 줄거리 소개 및 책이 나의 가치관에 미친영향, 이를 통해 얻은 이상적인 의사의 모습에 대해 설명. 그를 본받아 봉사활동 많이 하고싶다 등 ~~이를 위해서 의예과에 진학한 후에는 의사가 되기위한 공부와 봉사활동 병행 &구체적으로 하고싶은 봉사활동& 의사가 된 후에 연구하고싶은 분야 설명.",2015,경북대,의예과,학생부종합 일반전형
140,46,"Q. 자기소개서에서 호르몬의 작용에 대해서 흥미있게 공부했다고 했는데 , 호르몬이 인체에 미치는 영향에 대해 설명?",2015,경북대,의예과,학생부종합 일반전형
140,47,"A. 대표적으로 티록신의 음성피드백 작용을 설명. 이후에 티록신이 인체에 미치는 영향의 예로 갑상샘 비대증, 갑상샘 항진증 등에 대해서 설명함.",2015,경북대,의예과,학생부종합 일반전형
140,48,"Q. 생활기록부를 봤을 때 꾸준하게 멘토 멘티 활동에 참여하고 , 화학도우미, 수학도우미 등에 참여했다고 적혀있는데, 이러한 활동을 통해 느낀 점과 본인이 받은 영향은?",2015,경북대,의예과,학생부종합 일반전형
140,49,"A. 솔직히 그런 활동에 참여하기 전에는 혼자 공부하는 시간이 뺏길까봐 걱정이 돼서 고민이 많이 되었는데, 막상 멘토 멘티 활동에 참여하고 보니 친구들이 잘 모르는 부분에 대해 설명하기 위해서 스스로 더 자세히 공부하게 되었고 내가 잘 모르고 지나쳤던 부분에 대해서도 알게 되었습니다. 협력의 중요성을 느끼게 되었고 의예과에 진학한 후에도 조별활동이 중요하다고 들었는데 고등학교에서 경험을 살려 잘 참여할수 있을 것 같습니다.",2015,경북대,의예과,학생부종합 일반전형
140,50,Q. 고교과정에서 기억에 남는 동아리 활동은?,2015,경북대,의예과,학생부종합 일반전형
140,51,A. 1학년때 동아리 부장으로 활동하면서 있었던 에피소드를 얘기함. (너무 추상적이게 말하기보다는 있었던 에피소드위주로) ,2015,경북대,의예과,학생부종합 일반전형
140,52,"Q. (추가질문)  의학과 관련된 동아리 활동이나 과학에 관련된 활동은 없는것 같은데, 그 이유는?",2015,경북대,의예과,학생부종합 일반전형
140,53,A. 학교에 의학동아리가 없었음. 2학년때 수의학동아리에 참여. 동물을 좋아해서 들어갔는데 활동을 하면서 생명의 소중함과 가치에 대해서 깨닫게 됨. (여기서도 대략적인 활동 설명함),2015,경북대,의예과,학생부종합 일반전형
140,54,"Q. 자기 소개서에서 기초의학을 연구하고 싶다고 되었는데 기초의학을 연구하는 것과 의사와는 거리가 있는 것 같다, 그에 대해서는 어떻게 생각하는가?",2015,경북대,의예과,학생부종합 일반전형
140,55,"Q. 1학년ㅤㄸㅒㅤ부터 꾸준히 의사가 되기를 희망했는데, 이때 부모님이 강요하시는 부분은 없었는기?",2015,경북대,의예과,학생부종합 일반전형
140,56,Q. 고등학생ㅤㄸㅒㅤ 읽은 의학서적에 대해서 얘기해 줄 수 있겠는가?,2015,경북대,의예과,학생부종합 일반전형
140,57,Q. 마지막으로 면접관들에게 하고싶은 말은?,2015,경북대,의예과,학생부종합 일반전형
140,58," 나의 장,단점에 대해 설명함. 거의 장점은 의예과에 진학한 후에도 도움이 될것이라고 마무리 짓고 단점은 극복과정까지 진술.",2015,경북대,의예과,학생부종합 일반전형
140,59,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2015,경북대,의예과,학생부종합 일반전형
140,60,"◈ 전문적인 지식은 묻지 않았고, 교과과정에서 배운 내용이나 인성면접위주.",2015,경북대,의예과,학생부종합 일반전형
140,61,◈ 자기소개서나 생활기록부에 적혀져있는 내용위주이기 때문에 자소서나 생기부에서 물을 만한 것들을 미리 준비하는 것이 좋음.,2015,경북대,의예과,학생부종합 일반전형
140,62,"◈ 대기시간에 지원자들은 대부분 자소서나 생기부를 봤고, 저의 경우 의학계열 면접 기출문항도 함께 준비해가서 보았습니다.",2015,경북대,의예과,학생부종합 일반전형
140,63,"◈ 처음 면접실 들어갈 때부터 자신감 있는 태도,밝은 표정이 중요함. 면접관들의 말씀을 경청하고 눈을 마주치며 말하는게 중요한 것 같음.",2015,경북대,의예과,학생부종합 일반전형
140,64,◈ (경북대의 경우) 2분 자기 소개하는 부분을 체계적으로 준비해 가는게 좋음 .,2015,경북대,의예과,학생부종합 일반전형
140,65,◈ 아쉬운 점 : 준비해왔던 내용이 기억이 안나서 당황하며 면접때 정적이 흘렀다. 기억이 안나더라도 일단 순발력있게 기억나는 내용 위주로 말을 만드는게 필요할 것 같다.,2015,경북대,의예과,학생부종합 일반전형
401,66,2015학년도 대입 면접 후기[계명대 토목공학과],2015,계명대,토목공학과,일반전형
401,67,대학명,2015,계명대,토목공학과,일반전형
401,68,계명대학교,2015,계명대,토목공학과,일반전형
401,69,학과(부),2015,계명대,토목공학과,일반전형
401,70,토목공학과,2015,계명대,토목공학과,일반전형
401,71,[전형유형],2015,계명대,토목공학과,일반전형
401,72,일반전형,2015,계명대,토목공학과,일반전형
401,73,합/불 현황,2015,계명대,토목공학과,일반전형
401,74,면접시간,2015,계명대,토목공학과,일반전형
401,75,20분,2015,계명대,토목공학과,일반전형
401,76,면접위원수,2015,계명대,토목공학과,일반전형
401,77,면접절차,2015,계명대,토목공학과,일반전형
401,78,5분 제시문 보고 면접,2015,계명대,토목공학과,일반전형
401,79,면 접 특 징[유의사항],2015,계명대,토목공학과,일반전형
401,80,◈ 오자마자 앉으라 하는데 인사하고 앉기,2015,계명대,토목공학과,일반전형
401,81,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2015,계명대,토목공학과,일반전형
401,82,............................................................................................................................................................................................................,2015,계명대,토목공학과,일반전형
401,83, ☞ [지문] 자연 계발과 자연 보존 중 어디를 선택할것이냐,2015,계명대,토목공학과,일반전형
401,84, A. 자연 보전을 중심을 두고 자연을 계발 해야됩니다. 왜냐하면 자연 계발을 우선적으로 두면 자연 계발 후 일어나는 자연 파괴에 대한 비용은 자연 계발에 이용한 시간과 돈보다 더 많은 시간이 들기 때문입니다.,2015,계명대,토목공학과,일반전형
401,85,........................................................................................................................................................................................................... ,2015,계명대,토목공학과,일반전형
401,86,Q : 지원동기?,2015,계명대,토목공학과,일반전형
401,87,A : 큰 건물들을 짓는 것이 제 꿈이어서 지원하게 되었습니다.,2015,계명대,토목공학과,일반전형
401,88,Q : 내 인생에 영향을 끼친 사람,2015,계명대,토목공학과,일반전형
401,89,A : 중3 담임 선생님입니다. 제가 인문계 고등학교를 갈 생각이 없는 저를 이끌어 주시고 지금 이 순간까지 오게 해주셨기 때문입니다.,2015,계명대,토목공학과,일반전형
401,90,Q : 고등학교때 가장 많이 한 활동,2015,계명대,토목공학과,일반전형
401,91,A : 진로 활동을 많이 한 것 같습니다. 제가 1학년때 성적을 본 후 제가 이렇게 가다가는 인생 망하겠구나 싶어서 그런지 진로 활동을 많이 한 것 같습니다.,2015,계명대,토목공학과,일반전형
401,92,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2015,계명대,토목공학과,일반전형
401,93,◈ 지원 동기 준비,2015,계명대,토목공학과,일반전형
635,94,2015학년도 대입 면접 후기[대구대 화학교육전공],2015,대구대,화학공학과,수시
635,95,대학명,2015,대구대,화학공학과,수시
635,96,대구대학교,2015,대구대,화학공학과,수시
635,97,학과(부),2015,대구대,화학공학과,수시
635,98,화학 교육 전공,2015,대구대,화학공학과,수시
635,99,[전형유형],2015,대구대,화학공학과,수시
635,100,수시,2015,대구대,화학공학과,수시
635,101,합/불 현황,2015,대구대,화학공학과,수시
635,102,불합격(수능 점수가 높아 더 좋은 대학으로 원서),2015,대구대,화학공학과,수시
635,103,면접시간,2015,대구대,화학공학과,수시
635,104,20분,2015,대구대,화학공학과,수시
635,105,면접위원수,2015,대구대,화학공학과,수시
635,106,3명,2015,대구대,화학공학과,수시
635,107,면접절차,2015,대구대,화학공학과,수시
635,108,대기  부르면 입실 면접,2015,대구대,화학공학과,수시
635,109,면 접 특 징[유의사항],2015,대구대,화학공학과,수시
635,110,3:3 면접 대구대 면접은 생활기록부 볼 필요 없음. 기출문제로 꼭 연습할 것,2015,대구대,화학공학과,수시
635,111,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2015,대구대,화학공학과,수시
635,112,Q : 학과에 지원하게 된 동기와 학과에서 어떻게 공부하고 싶은지 말해보세요.,2015,대구대,화학공학과,수시
635,113,A : 저는 고등학교 1학년 때ㅂ터 연구원이 꿈이었습니다. 연구원이 되기 위해 공부를 했지만 학업에 대해 많은 어려움을 겪었습니다. ~~저와 같은 아이들을 제가 도와주고 싶어서 지원하게 되었습니다. 저는 상다을 많이 하는 선생님이 되고 싶어서 될 수 있는 한 많은 책을 읽을까 합니다.,2015,대구대,화학공학과,수시
635,114,Q : 남녀 간에 적합한 직업이 있다는 주장이 있다. 이 주장에 대해 어떻게 생각하는가?,2015,대구대,화학공학과,수시
635,115,A : 이 주장이 저는 맞다고 생각 합니다. 남녀는 태어날 때부터 다른 점이 있습니다. 그 능력을 극대화 시킬 수 있는 직업이 있고 또 축소시킬 수 있는 직업이 있다고 생각합니다. 예를들어 ~~~,2015,대구대,화학공학과,수시
635,116,Q : 반에 피부색이 다른 학생이 있을 때 교사라면 어떻게 지도 할 것인가?,2015,대구대,화학공학과,수시
635,117,"A : 저는 조별활동을 많이 할까 합니다. 조별활동을 하며 서로 이야기도 많이 하고 부딪히다보면 얘도 생각보다 괜찮은 아이구나 말도 잘통하네, 등 다른 학생들의 생각을 바꿔줄 수 있지 않을까 생각합니다.",2015,대구대,화학공학과,수시
635,118,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2015,대구대,화학공학과,수시
635,119,◈ 내 대답에 대하여 면접관 분들이 추가 질문을 하지 않으심,2015,대구대,화학공학과,수시
737,120,2015학년도 대입 면접 후기[서울대 사회학과],2015,서울대,사회학과,일반전형
737,121,대학명,2015,서울대,사회학과,일반전형
737,122,서울대학교,2015,서울대,사회학과,일반전형
737,123,학과(부),2015,서울대,사회학과,일반전형
737,124,사회학과,2015,서울대,사회학과,일반전형
737,125,[전형유형],2015,서울대,사회학과,일반전형
737,126,일반전형,2015,서울대,사회학과,일반전형
737,127,합/불 현황,2015,서울대,사회학과,일반전형
737,128,합격,2015,서울대,사회학과,일반전형
737,129,면접시간,2015,서울대,사회학과,일반전형
737,130,15분(준비시간 30분),2015,서울대,사회학과,일반전형
737,131,면접위원수,2015,서울대,사회학과,일반전형
737,132,2명,2015,서울대,사회학과,일반전형
737,133,면접절차,2015,서울대,사회학과,일반전형
737,134,면접실 대기 → 호명된 1명씩 면접실 앞 책상에 앉아 30분 동안 문제 풀기 → 면접,2015,서울대,사회학과,일반전형
737,135,면 접 특 징[유의사항],2015,서울대,사회학과,일반전형
737,136,"◈ 교복 착용 금지, 학교나 자신에 관련된 정보 언급 안됨",2015,서울대,사회학과,일반전형
737,137,◈ 철저히 제시문 위주의 면접임(인성 면접 없었음),2015,서울대,사회학과,일반전형
737,138,◈ 최근의 사회적 문제들을 포괄하는 질문,2015,서울대,사회학과,일반전형
737,139,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2015,서울대,사회학과,일반전형
737,140,<인문>,2015,서울대,사회학과,일반전형
737,141,☞ 현자와 왕의 대화가 제시문으로 출제됨. 왕은 소 피를 이용해 의식을 진행하는 ‘흔종’이라는 의식에서 소가 너무 불쌍하니 소를 양으로 바꾸라고 명령함. 이를 본 현자는 왕에게 이러한 마음가짐이라면 능히 군주다운 군주가 될 수 있을 것이라 함. 그럼에도 불구하고 왜 소를 양으로 바꾸었냐는 질문에는 왕은 대답하지 못함.     ,2015,서울대,사회학과,일반전형
737,142,               ,2015,서울대,사회학과,일반전형
737,143,질문1. 제시문에서 현자가 언급한 ‘왕다운 왕’이란 어떤 왕을 의미하는가?,2015,서울대,사회학과,일반전형
737,144,"A: 타인을 배려하는 왕이라 생각합니다. 자신의 도덕적 관념에 따라 일을 처리하기에 백성들에게도 인자한 왕이 될 것입니다. 또한 우선순위를 아는 왕이라 생각합니다. 제시문의 배경이 농경 사회일 수 있다는 정보가 내포되어 있으므로, 농경사회에서 가장 중요한 가축인 소 대신 양을 선택한 것은 우선순위를 잘 아는 왕이라 할 수 있습니다.",2015,서울대,사회학과,일반전형
737,145,"추가질문: 소를 양으로 바꾸고, 한편 흔종 제도 자체는 유지시키는 일면이 기회주의적이라 생각하지 않는가?",2015,서울대,사회학과,일반전형
737,146,"A: 만일 개인의 도덕적 가치관에 빗대어 생각하자면 그리 생각할 수도 있습니다. 하지만 왕이란 자는 한 나라의 군주고 지도자이기 때문에 함부로 제도를 바꿀 수 없고, 그렇다고 자신의 도덕적 가치관에 어긋나는 행위를 묵인할 만큼 힘이 없지도 않습니다. 따라서 제시문에 언급된 왕의 행동은 나라의 군주로서 합리적이었다 생각합니다.",2015,서울대,사회학과,일반전형
737,147,<사회과학>,2015,서울대,사회학과,일반전형
737,148,"☞ 기업주의 입장에서 노동자를 뽑는 내용의 제시문이 출제됨. 기업주는 3사람 중 한 명을 선택해야 하는데 세사람 모두 같은 임금에 동일한 성과를 얻을 수 있음. 사람1은 세 사람 중 가장 가난한 사람임. 사람2는 최근에 집이 망해서 가난해져, 현재 가장 불행하다 느끼는 사람임. 사람3은 세 사람만큼 못 살지는 않지만 가난하고 병이 있음. ",2015,서울대,사회학과,일반전형
737,149,질문1. 내가 기업주라면 세 사람 중 누구를 뽑을 것인가?,2015,서울대,사회학과,일반전형
737,150,A: 두 번째 사람을 뽑을 것입니다. 준거점 이론에 따르면 사람은 득보다 실을 더 많이 따지므로 현재 가장 불행하다고 느끼는 사람2가 가장 근로의욕이 높을 것입니다. ,2015,서울대,사회학과,일반전형
737,151,질문2. 기업주의 선택을 국가적 차원에서 생각했을 때 어떤 문제점이 있는가?,2015,서울대,사회학과,일반전형
737,152,"A: 복지적 차원에서의 문제가 생깁니다. 국가는 경제적 효율성도 중요하지만 그만큼 국민의 복지에도 신경을 써야하기 때문에 사람2를 뽑는다면 나머지 계층, 즉 절대적 빈곤층과 사회적 약자들을 보호해줄 수단이 적어지고, 결과적으로 복지 문제가 생깁니다.",2015,서울대,사회학과,일반전형
737,153,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2015,서울대,사회학과,일반전형
737,154,◈ 1년간 가장 큰 사회적 문제에 대해 포괄적으로 묻는 질문이 출제됨(대표자의 자질과 고용문제),2015,서울대,사회학과,일반전형
737,155,"◈ 문제에 대한 다면적인 시각이 요구됨. 사회 지문이라고 사회학적으로만 접근하지 말고 윤리적, 경제적 측면도 고려해야함. 파이팅~",2015,서울대,사회학과,일반전형
737,156, ,2015,서울대,사회학과,일반전형
750,157,2015학년도 대입 면접 후기[서울대 수의예과],2015,서울대,수의학과,일반전형
750,158,대학명,2015,서울대,수의학과,일반전형
750,159,서울대학교,2015,서울대,수의학과,일반전형
750,160,학과(부),2015,서울대,수의학과,일반전형
750,161,수의예과,2015,서울대,수의학과,일반전형
750,162,[전형유형],2015,서울대,수의학과,일반전형
750,163,일반전형,2015,서울대,수의학과,일반전형
750,164,합/불 현황,2015,서울대,수의학과,일반전형
750,165,합격 ,2015,서울대,수의학과,일반전형
750,166,면접시간,2015,서울대,수의학과,일반전형
750,167,60분,2015,서울대,수의학과,일반전형
750,168,면접위원수,2015,서울대,수의학과,일반전형
750,169,"방 한 개에 교수님 2분, 방 5개 니까 총 10분",2015,서울대,수의학과,일반전형
750,170,면접절차,2015,서울대,수의학과,일반전형
750,171,들어가면 수험번호를 주고 번호 순서대로 5명씩 한조로 각각 한 방씩 들어가서 10분간 면접,2015,서울대,수의학과,일반전형
750,172,면 접 특 징[유의사항],2015,서울대,수의학과,일반전형
750,173,◈ 2분 남았다고 종을 쳐줘요. 생각보다 10분이 짧아요.,2015,서울대,수의학과,일반전형
750,174,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2015,서울대,수의학과,일반전형
750,175,[첫번째 방],2015,서울대,수의학과,일반전형
750,176,제시문 : ,2015,서울대,수의학과,일반전형
750,177,자전거 전용 도로에서 자기 반려견과 산책하던 사람이 강아지가 불편해 해서 목줄을 풀어주었다. 그러다가 강아지와 자전거 주행자가 부딪혀 둘다 다쳤다.,2015,서울대,수의학과,일반전형
750,178,Q. 질문 : 자전거 주행자로서 자신의 입장을 말해보세요.,2015,서울대,수의학과,일반전형
750,179,대답 : 여기는 자전거 전용 도로고 목줄을 안 채웠으니까~,2015,서울대,수의학과,일반전형
750,180,Q. 질문 : 강아지 주인으로서 자신의 입장을 말해보세요,2015,서울대,수의학과,일반전형
750,181,대답 : 자전거 전용도로이지만 산책도 할 수 있는거 아니냐.. 목줄을 안 채운건 잘못이지만 그렇게 빨리 달린 당신 잘못도 있다~(횡설수설) 강아지는 내 가족같은 존재~,2015,서울대,수의학과,일반전형
750,182,Q. 질문 : 그럼 제 3자로서 말해보세요,2015,서울대,수의학과,일반전형
750,183,대답 : (좀 웃고) 양쪽 다 책임이 있다~,2015,서울대,수의학과,일반전형
750,184,Q. 질문 : 그럼 몇 대 몇의 책임이 있다고 생각합니까?,2015,서울대,수의학과,일반전형
750,185,대답 : 강아지 주인이 책임이 더 크다고 생각해서 7:3~ ,2015,서울대,수의학과,일반전형
750,186,Q. 질문 : 만약에 자전거 주행자가 술을 먹었다면요?,2015,서울대,수의학과,일반전형
750,187,대답 : 그럼 책임이 5:5 정도~ 이유는 ~,2015,서울대,수의학과,일반전형
750,188,Q. 질문 : 그렇다면 약을 먹고 취했다면요?,2015,서울대,수의학과,일반전형
750,189,대답 : 감기약..같은거요?,2015,서울대,수의학과,일반전형
750,190,Q. 질문 : 네 (웃으면서) 마약은 아니고요 ㅎㅎ,2015,서울대,수의학과,일반전형
750,191,대답 : 그래도 자신이 약을 먹었으면 어지럽다는 걸 알고 있었고 ~,2015,서울대,수의학과,일반전형
750,192,Q. 질문 : 그럼 이걸 재판까지 끌고 갔다고 생각합시다. 판사라면 어떤 판결을 내리겠습니까?,2015,서울대,수의학과,일반전형
750,193,대답 : 먼저 합의를 보게 하겠습니다. 서로 입장을 이해하면~,2015,서울대,수의학과,일반전형
750,194,끝,2015,서울대,수의학과,일반전형
750,195,(자신의 입장 말할 때 너무 자기 입장만 말한 것 같아요.. 상대방 입장도 이해한다는 걸 보여줬어야 했나 싶어요),2015,서울대,수의학과,일반전형
750,196,[두번째 방],2015,서울대,수의학과,일반전형
750,197,제시문 : 메르스랑 집단 폐렴 때문에 건물 출입 통제한다는 안내문 사진 두장,2015,서울대,수의학과,일반전형
750,198,Q. 질문 : 무슨 내용인 것 같아요?,2015,서울대,수의학과,일반전형
750,199,대답 : 메르스와 집단 폐렴으로 ~,2015,서울대,수의학과,일반전형
750,200,Q. 질문 : 만약에 이 건물에서 약속이 잡혀 있다면 어떻게 하겠습니까?,2015,서울대,수의학과,일반전형
750,201,대답: 먼저 관계자가 있을 테니 무슨 일인지 물어 보도록 하겠습니다~,2015,서울대,수의학과,일반전형
750,202,Q. 질문: 만약에 자신이 거기에서 일을 하던 사람이라면요?,2015,서울대,수의학과,일반전형
750,203,대답: 꼭 중요한 일이라면 필요한 절차를 따라 확실히 소독을 하고~,2015,서울대,수의학과,일반전형
750,204,Q. 질문: 그 뒤에 격리를 당한다고 해도요?,2015,서울대,수의학과,일반전형
750,205,대답: 그일이 얼마나 중요한 지에 따라~,2015,서울대,수의학과,일반전형
750,206,Q. 질문: 그럼 장관으로서 정책을 마련한다면?,2015,서울대,수의학과,일반전형
750,207,대답: 먼저 예방에 중점을 두고~ 교육을~,2015,서울대,수의학과,일반전형
750,208,Q. 질문: 단계적으로 말해보세요,2015,서울대,수의학과,일반전형
750,209,대답: 먼저 격리를 확실히 하고~,2015,서울대,수의학과,일반전형
750,210,(이 방에서 뭔가 대답에서 중요한게 빠졌는지 계속 같은걸 물어보셨어요. 더 구체적으로 말해야 했나??),2015,서울대,수의학과,일반전형
750,211,[세번째 방],2015,서울대,수의학과,일반전형
750,212,제시문: 캣맘 사건의 줄거리와 길고양이에게 밥을 주고 챙겨주는 사람도 있는 반면 싫어하는 사람도 있다는 내용,2015,서울대,수의학과,일반전형
750,213,Q. 질문: 거기에 길고양이라는 단어가 나오는데 길고양이가 많은 이유가 뭐라고 생각하나요?,2015,서울대,수의학과,일반전형
750,214,대답: 고양이는 집고양이로서도 살 수 있지만 길에서 살아도 행복하게 살 수 있다고 알고 있습니다. 그게 길강아지보다 길고양이를 더 쉽게 볼 수 있는 이유~,2015,서울대,수의학과,일반전형
750,215,Q. 질문; 제시문에 대해서 이야기해 보세요,2015,서울대,수의학과,일반전형
750,216,대답: 위에 제시된 사건은 캣맘 사건~ 실제로 저희 집에서도 저는 길고양이에게 우호적이지만 엄마는 고양이가 쓰레기통 뒤진다고 싫어하신다~,2015,서울대,수의학과,일반전형
750,217,Q. 질문: 해결책은 뭐라고 생각하시나요?,2015,서울대,수의학과,일반전형
750,218,대답: 공생을 추구해야~ 최근에 서울에서 길고양이 급식소를 설치했는데~ 중성화 수술~,2015,서울대,수의학과,일반전형
750,219,Q. 질문: 중성화 수술에 대해서 얘기 했는데 사람의 편의를 위해서 동물을 희생시키는 것 아닌가요?,2015,서울대,수의학과,일반전형
750,220,대답: 사실 중성화 수술이 성대 수술처럼 인간의 편의를 위한 것이라고도~ 하지만 서로 같이 살아가기 위해서는~ 동물을 죽여서 줄이려는 시도보다 훨씬 더 좋은 방법~,2015,서울대,수의학과,일반전형
750,221,(2분 남았습니다),2015,서울대,수의학과,일반전형
750,222,Q. 질문: 하고싶은 말있으면 아무거나 해보세요,2015,서울대,수의학과,일반전형
750,223,대답: (당황하다가) 준비해둔 말을 했습니다,2015,서울대,수의학과,일반전형
750,224,"(세번째 방이 제일 분위기가 좋았어요. 잘 웃어주시고 고개도 끄덕여 주시고.. 그리고 중성화 수술, 성대 수술 같이 관련 용어를 많이 말하는게 중요한 것 같아요.)",2015,서울대,수의학과,일반전형
750,225,[네번째 방],2015,서울대,수의학과,일반전형
750,226,제시문: 수학여행 가는데 자신이 전교회장이다. ,2015,서울대,수의학과,일반전형
750,227,        1안: 근처의 싼 곳. 다른 학교들도 많이 가는 곳,2015,서울대,수의학과,일반전형
750,228,        2안: 조금 비싸지만 고등학생 때 좋은 경험을 할 수 있는 곳,2015,서울대,수의학과,일반전형
750,229,        3안: 특수한 경험을 할 수 있는 곳,2015,서울대,수의학과,일반전형
750,230,Q. 질문: 자신이 전교회장이라면 어떤 안을 밀것같아요?,2015,서울대,수의학과,일반전형
750,231,대답: 저는 2안~ 이유는~,2015,서울대,수의학과,일반전형
750,232,Q. 질문: 2안의 예로 자신이 생각하는 것은?,2015,서울대,수의학과,일반전형
750,233,대답: 일본 유치원에서~,2015,서울대,수의학과,일반전형
750,234,Q. 질문: 그렇다면 1안과 3안을 지지하는 아이들을 어떻게 설득 할 건가요?,2015,서울대,수의학과,일반전형
750,235,대답: 저는 1안을 지지하는 아이들과 3안을 지지하는 아이들을 따로 만나서~ 1안을 추구하는 이유는~ 그러므로~ ,2015,서울대,수의학과,일반전형
