사례번호,줄번호,내용,대입연도,대학명,모집단위,전형명
5743,187692,"Q : 고등학교 내내 빅데이터에 관심을 갖고 데이터 과학자라는 구체적인 진로 계획을 세우게 되었다고 되어 있는데, 데이터 과학자라는 꿈을 갖게 된 계기와 DGIST에 지원하게 된 계기에 대해 말해주세요.",2022 ,DGIST,무학과,학생부종합 - 일반
5743,187693,"A : 자소서에 적지 않은 몇몇 활동과 연관 지어 꿈을 갖게 된 계기를 설명. DGIST내의 산학 협력, 학생 연구 활동, 해외 교환학생 등의 프로그램에 매력을 느꼈다고 설명. 데이터 과학에서 융합적 지식이 중요한 이유를 DGIST의 교육철학 과 연관 지어 말함.",2022 ,DGIST,무학과,학생부종합 - 일반
5743,187694,Q : 시간이 1분 정도 남았는데 더 하고 싶은 말이 있나요?,2022 ,DGIST,무학과,학생부종합 - 일반
5743,187695,A : 나에게 DGIST가 어떤 도움이 될 것 같은지에 대해 설명.,2022 ,DGIST,무학과,학생부종합 - 일반
5743,187696,Q : 시간이 조금 남았는데 여기서 면접을 마치도록 하겠습니다. 수고하셨고 안내대로 퇴장하시면 됩니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5743,187697,A : 감사합니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5743,187698,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2022 ,DGIST,무학과,학생부종합 - 일반
5743,187699,"◈ 수학과 과학, 특히 물리에 대한 질문을 중점적으로 하심. 면접관 두 분이서 굿캅 배드캅을 나눠서 맡으시는 전형적인 면접 스타일에 가까웠음.",2022 ,DGIST,무학과,학생부종합 - 일반
5743,187700,◈ 기본 개념의 원리에 대한 숙지와 학생부 기반 질문에 대한 답변 준비 두 가지가 모두 원활하게 이루어져야 한다고 생 각함.,2022 ,DGIST,무학과,학생부종합 - 일반
5743,187701,"◈ 자신의 삶에서 가장 보람찬 일, 리더십 질문, 갈등 극복 사례는 물을 확률이 높으니 준비하면 좋음.",2022 ,DGIST,무학과,학생부종합 - 일반
5743,187702,◈ 대학교 커리큘럼까지만 학업 계획을 세우는 것뿐만 아니라 대학원 커리큘럼까지 꼭 준비하기를 바람.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187703,2022학년도 대입 면접 후기[DGIST 기초학부],2022 ,DGIST,무학과,학생부종합 - 일반
5744,187704,대 학 / 학 과,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187705,DGIST 기초학부,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187706,전 형 명,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187707,학생부종합 - 일반,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187708,면 접 시 간,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187709,15분[면접위원 2명],2022 ,DGIST,무학과,학생부종합 - 일반
5744,187710,면 접 절 차,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187711,면접 대기실 접속 - 본인 확인 절차 - 면접실 입장 - 면접 진행,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187712,면 접 특 징 [ 유 의 사 항 ],2022 ,DGIST,무학과,학생부종합 - 일반
5744,187713,"◈ 비대면 면접, 면접 위 원 2명",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187714,Q : 긴장하셨나요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187715,A : 조금 긴장했습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187716,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2022 ,DGIST,무학과,학생부종합 - 일반
5744,187717,Q : 먼저 수학부터 질문하도록 하겠습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187718,A : 네.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187719,Q : 평균 변화율에 대해서 설명해볼까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187720,"A : 평균 변화율이란 어떤 함수 f(x)에서 (a,f(a))와 (b,f(b))라는 점이 있을 때, (평균변화율 식) 언급, 이는 두 점을 이은 직 선의 기울기입니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187721,Q : 순간 변화율에 대해서 설명해볼까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187722,"A : (순간 변화율 식) 언급, 평균 변화율의 극한값이라고 할 수 있습니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187723,Q : 미분계수의 기하학적 의미는 무엇이 있을까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187724,A : 미분계수의 기하학적 의미는 접선의 기울기입니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187725,Q : 평균값 정리에 대해서 설명해볼까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187726,A : 어떤 연속 함수 f(x)에서 ~~~~설명함.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187727,Q : 음.. 조금 부족한 것 같은데 평균값 정리가 연속함수이면 항상 성립하나요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187728,"A : 아, 아니요.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187729,Q : 그럼 평균값 정리가 연속함수인데도 성립 안하는 경우는 어떤 경우가 있을까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187730,"A : 만약 f가 연속함수임에도 미분이 불가능한 지점, 즉 첨점이 존재하는 경우에는 평균값 정리가 성립하지 않을 수 있습니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187731,Q : 이제 물리 관련 질문으로 넘어가도록 하겠습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187732,A : 네.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187733,Q : 포물선의 운동을 할 때 x축 방향으로는 어떤 운동을 y축 방향으로는 어떤 운동을 하나요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187734,"A : x축 방향으로는 등속도 운동을 하고, y축 방향으로는 등가속도 운동을 합니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187735,"추가로 포물선 운동 실험을 직접 한 경험을 언급, x와 y축 방향 모두 공기 저항이 작용하여 가속도 운동을 합니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187736,Q : 종단 속도에 대해 설명해볼까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187737,"A : 종단 속도란, 물체가 위에서 떨어지면 가속도의 영향을 계속 받으니 계속 빨라져야 할 것 같은데 실제로는 공기 저항 력이 작용하여 중력이 상쇄되었을 때, 즉 힘이 0이 되어 속도가 일정하게 유지되는 현상을 종단속도라고 합니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187738,Q : 수학 성적이 학기가 가면 갈수록 좋아지는 경향이 있기는 한데 다른 과목에 비해서 조금 안 좋은데 그 이유를 한 번 말해줄래요? 이를 어떻게 극복했는지도 함께 말해주세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187739,A : 긴장을 많이 하는 편이라 계산 실수가 많아 아쉬운 결과를 얻었다고 변명함. 극복한 법은 그 자리에서 변명하다 대답하지 못함.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187740,Q : 디지스트에 오면 어떻게 공부할 것인지 구체적인 계획을 말해줄래요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187741,A : 기초과학 기초공학을 공부하고 싶음.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187742,기회가 된다면 FGLP 프로그램에 참가하여 글로벌 리더쉽 함양 및 다양한 경험을 쌓고 오고 싶음.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187743,"3, 4학년이 된다면 UGRP 프로그램에 참여하여 무인기 또는 환경 문제를 해결할 수 있는 기계를 선배와 친구들과 함 께 만들어보고 싶다고 함.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187744,Q : 혹시 디지스트에 오면 어떤 분야에서 공부를 할 것인지 말해줄래요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187745,"A : 기계 공학 분야를 위주로 열심히 공부할 것입니다. (몇 초 후) 물론, 다른 학문도 소홀하게 하지 않을 것입니다. 환경 문제를 해결할 수 있는 방법이 기계공학 외 다른 분야가 더 필요하다고 생각이 들면 그 분야도 열심히 공부할 것입 니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187746,Q : 그럼 대학원에 개설된 것들 중에서 어떤 분야에서 공부를 할 것인가요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187747,A : 대학원에서는 동역학 분야에 대해서 공부를 하고 싶습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187748,(더 구체적으로 요구) 아직 대학원까지는 자세히 살펴보지 않아 잘 모르겠습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187749,Q : 인생을 살아옴에 있어서 남을 도운 것에 있어 언제 가장 보람찼나요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187750,A : 인생을 살아옴에 있어서 가장 보람찬 기억을 꼽으려니 어려워 고등학교 시절 가장 보람찬 일(3년 동안 친구들이 모르 는 것이 있을 때 가르쳐준 것)에 대해서 답변,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187751,Q : 고등학교 시절 리더쉽을 발휘한 경험에는 어떤 것이 있을까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187752,"A : 평소 조별 활동, 야영 활동 등을 하면 항상 조장이나 팀장 등을 맡았고, 3학년 때는 반장과 기계 제작 활동에서의 팀 장을 맡았습니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187753,Q : 리더쉽을 발휘하는 동안 갈등은 없었나요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187754,"A : 아니요, 당연히 있었습니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187755,Q : 그럼 이를 어떻게 극복했는지 말씀해주실 수 있으신가요?,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187756,A : 저는 친구들과 갈등이 있으면 대화하는 시간을 많이 보냈습니다. (부연 설명),2022 ,DGIST,무학과,학생부종합 - 일반
5744,187757,Q : 마지막으로 하고 싶은 말,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187758,A : (준비한 답변),2022 ,DGIST,무학과,학생부종합 - 일반
5744,187759,Q : 이상으로 마치겠습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187760,A : 감사합니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5744,187761,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187762,"◈ 학생부 기반 면접인데, 책 내용, 창의적체험활동 내용 등은 묻지 않음.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187763,"◈ 수학, 과학 중 자신의 진로와 가장 관련 있거나 성적이 좋지 않은 1과목을 물음.",2022 ,DGIST,무학과,학생부종합 - 일반
5744,187764,◈ 수학 및 과학 개념의 정의에 대해 묻는 질문이 많음. (교과 교육과정 내에서 다 물음.),2022 ,DGIST,무학과,학생부종합 - 일반
5745,187765,2022학년도 대입 면접 후기[DGIST 기초학부],2022 ,DGIST,무학과,학생부종합 - 일반
5745,187766,대 학 / 학 과,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187767,DGIST 기초학부,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187768,전 형 명,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187769,학생부종합 - 일반,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187770,면 접 시 간,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187771,15분[면접위원 2명],2022 ,DGIST,무학과,학생부종합 - 일반
5745,187772,면 접 절 차,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187773,면 접 특 징 [ 유 의 사 항 ],2022 ,DGIST,무학과,학생부종합 - 일반
5745,187774,대기실(30분) - 면접 진행 순서 안내(1분) - 서류 기반 면접(약 12분) - 마무리 및 퇴장 안내(1분),2022 ,DGIST,무학과,학생부종합 - 일반
5745,187775,◈ 대기실에서 카메라를 켜 둔 상태로 아무것도 못함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187776,"◈ 면접관은 두 명이었고, 각자 맡은 과목(수학 – 물리)을 질문한 후 학생부나 자기소개서 내용을 물어봄.",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187777,◈ 답변을 이끌어내기 위해 질문에 예시를 들어서 힌트를 주려고 함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187778,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2022 ,DGIST,무학과,학생부종합 - 일반
5745,187779,Q : 1분 자기소개 해주세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187780,"A : 고등학교 생활 동안 꿈을 하나로 정하는 과정이 힘들었음. DGIST에 입학하여 프로그래밍이나 전자공학 공부를 하면 서 적성에 맞는지 알아보고, 또 다른 과목을 공부하면서 다양한 학문을 공부하고 싶음.",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187781,Q : 빛의 입자성을 나타내는 실험을 설명해주세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187782,A : 광전효과. 특정 진동수 이상 빛을 쏘면 광전자 방출하는 경우.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187783,"Q : 그것 말고도 전자기파와 관련해서 다른 하나가 더 있을 것 같은데, 혹시 모르겠나요?",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187784,A : 답변함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187785,Q : P형 반도체와 N형 반도체에 대해 설명해주세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187786,A : 중성인 실리콘에 13족 원소나 15족 원소를 도핑하여 전류가 흐를 수 있게 함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187787,Q : 전반사 현상에 대해 설명해주실래요?,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187788,"A : 정확한 정의는 기억이 나지 않지만, 빛이 특정 면에서 모두 반사되는 경우를 말함.",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187789,Q : 전반사가 꼭 빛이 모두 반사되는 경우일까요?           A : 답변함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187790,"Q : 2학년 때 고급물리학을 수강했다고 나오는데, 관성 모멘트에 대해 설명해주실래요?",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187791,"A : 관성에 대해선 설명하고, 잘 모르겠다고 답함.",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187792,"Q : 기하 수업에서 GPS의 원리에 대해 배웠다고 하는데, 그 원리를 설명해주세요.",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187793,A : 수신기 및 지구 중심 등등 벡터의 합으로 위치를 표현하는 방식을 설명함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187794,Q : 그럼 GPS를 위해선 인공위성이 총 몇 개가 필요한 건가요?,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187795,A : 구 방정식을 사용해 위치를 알아내는 3개와 시간을 조정하는 1개로 총 4개임.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187796,"Q : 아두이노 커피머신을 제작했다고 나오는 데, 자신이 맡았던 역할은 무엇이었나요?",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187797,A : 커피 원액과 물을 혼합하기 위한 펌프제어 코딩을 맡음. 휴대전화와 통신할 수 있는 앱을 제작 시도함.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187798,"Q : 자기소개서를 보면 코딩에 대해 관심이 많았던 것 같은데, 코딩 쪽으로 자신을 한번 어필해보세요.",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187799,A : 1학년 교내 영재학급 이후로 동아리나 자율 활동에서 팅커 캐드나 아두이노를 이용한 제작 경험이 많음.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187800,Q : 지원자 학생은 그럼 꿈이 전자공학 이런 쪽인가요?,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187801,A : 전자공학자 or 반도체공학연구원,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187802,Q : 마지막으로 30초 정도 하고 싶은 말 있으면 해주세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187803,A : DGIST 융복합교육 꼭 원함. 학교에서 열심히 공부할 자신이 있음.,2022 ,DGIST,무학과,학생부종합 - 일반
5745,187804,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2022 ,DGIST,무학과,학생부종합 - 일반
5745,187805,◈ 성적 낮았던 과목 위주로 면접 질문을 신경 쓰면 될 것 같다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187806,2022학년도 대입 면접 후기[DGIST 기초학부],2022 ,DGIST,무학과,학생부종합 - 일반
5746,187807,대 학 / 학 과,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187808,DGIST 기초학부,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187809,전 형 명,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187810,학생부종합 - 일반,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187811,면 접 시 간,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187812,면 접 절 차 면 접 특 징,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187813,15분[면접위원 2명],2022 ,DGIST,무학과,학생부종합 - 일반
5746,187814,대강당 대기-대기실 대기-면접-퇴실,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187815,◈ 기본적인 DGIST 면접 방법 숙지.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187816,[ 유 의 사 항 ],2022 ,DGIST,무학과,학생부종합 - 일반
5746,187817,◈ 10분전까지 미리 zoom 대기실방에 대기.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187818,◈ 한 분은 압박 면접을 하시고 한 분은 긴장을 풀 수 있도록 웃으면서 이야기하심.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187819,질문 및 답변 내용 (질문 위주로 구체적으로 진술),2022 ,DGIST,무학과,학생부종합 - 일반
5746,187820,Q : 평균변화율과 순간변화율의 차이점이 무엇입니까?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187821,A : 평균변화율과 순간변화율에 대해서 극한의 개념을 사용하여 따로따로 설명하였다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187822,Q : 순간변화율의 기하학적 의미는 무엇입니까?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187823,A : 접선의 기울기라고 생각합니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187824,Q : 접선의 기울기가 순간변화율인 이유가 무엇일까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187825,A : 교과서 내용을 함축적으로 설명함.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187826,Q : 물체가 포물선운동을 할 때 작용하는 힘을 모두 말해보세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187827,"A : 연직 방향으로는 중력의 영향으로 등가속도 운동을 하고, 수평 방향으로는 물체는 더 이상 어떠한 힘도 받지 않기 때 문에 등속도 운동을 합니다.",2022 ,DGIST,무학과,학생부종합 - 일반
5746,187828,Q : 실제로 그런 힘들이 모두 작용할까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187829,A : 수평 방향에서의 물체의 운동은 등속도 운동으로 일정하지 않을 것 같습니다. 왜냐하면 이론은 모든 경우의 수를 제 외한 가설이기 때문에 실제 공기가 있는 상황에서는 공기저항같은 저항을 받아서 수평방향의 공이 등가속도 운동을 할 것 같습니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187830,Q : 물체의 힘 평형 조건을 말해보세요,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187831,A : 돌림힘 평형과 힘의 평형을 모두 만족해야 합니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187832,Q : 돌림힘이 평형이 아닐 때의 조건을 말해보세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187833,A : 두 힘이 동일 작용 선상에 있지 않을 때 돌림힘의 평형이 이루어지지 않을 것입니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187834,Q : 평면상에서 일직선상에 있지 않은 두 힘의 합력을 구하는 방법을 설명해보세요.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187835,A : 백터의 합과 차를 구하는 공식을 사용하여 구하는데 먼저 삼각형법과 평행사변형법을 사용하여 구합니다. (삼각형법과 평행사변형법을 설명함),2022 ,DGIST,무학과,학생부종합 - 일반
5746,187836,Q : 자신의 장점과 단점은 무엇이라고 생각합니까?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187837,A: 단점부터 말하자면 낯을 가리는 경향이 있어서 처음 보는 사람들과 주도적으로 소통하지 못한다는 것이 단점이지만 장점은 조금이라도 익숙해진다면 과제물 같은 것을 제가 의견을 내고 주도하면서 이끌어 나갈 수 있다는 것입니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187838,Q : DGIST에 입학하게 된다면 여러 협동 활동들을 많습니다. 지원자의 단점이 큰 영향을 끼치진 않을까요?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187839,A : 제가 고등학교 때 부회장과 회장을 하면서 공동체를 이끄는 방법을 많이 배웠기 때문에 잘 숙지하고 있습니다. 그렇기 때문에 저의 단점은 처음에 약간 영향을 끼칠 수도 있지만 계속해서 활동해 나갈 것이기 때문에 나중에는 제 장점을 더 많이 살릴 수 있지 않을까 생각합니다.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187840,Q : 마지막으로 하고 싶은 말 있으십니까?,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187841,A : DGIST의 융복합 인재상과 고등학교 생활에서 배운 내용을 연관시키면서 이러한 다양한 경험을 했다고 하면서 DGIST 의 다양한 프로그램을 언급하면서 배우고 싶다고 하고 끝냄.,2022 ,DGIST,무학과,학생부종합 - 일반
5746,187842,"[본인이 느꼈던 잘한 점, 아쉬운 점, 준비해야할 것 / 후배에게 당부하고 싶은 사항]",2022 ,DGIST,무학과,학생부종합 - 일반
5746,187843,◈ 교수님 별로 압박 면접을 하시는 분도 있고 안 하시는 분도 있음.,2022 ,DGIST,무학과,학생부종합 - 일반
